method,sample_id,seed,budget_fraction,selected_count,pressure_field_relative_l2
pi,1319,8,0.5,5636,0.0063641681298435135
pi,1319,8,0.75,8453,0.005183684090450054
pi,2291,6,0.375,4227,0.01077306448916692
pi,2291,6,0.5,5636,0.006278369301690911
pi,2291,6,0.75,8453,0.005967154641549159
pi,2291,7,0.375,4227,0.007599320158983102
pi,2291,7,0.5,5636,0.007160205239465546
pi,2291,7,0.75,8453,0.005830096369310269
pi,2291,8,0.375,4227,0.008623336365676902
pi,2291,8,0.5,5636,0.006963134479487696
pi,2291,8,0.75,8453,0.006177446130247169
pi,2025,6,0.375,4227,0.0043426536751907125
pi,2025,6,0.5,5636,0.004011487903963602
pi,2025,6,0.75,8453,0.0031182599699051193
pi,2025,7,0.375,4227,0.004603668122707306
pi,2025,7,0.5,5636,0.0037694008050418396
pi,2025,7,0.75,8453,0.0029777101863254995
pi,2025,8,0.375,4227,0.00480872187739636
pi,2025,8,0.5,5636,0.003682420098311463
pi,2025,8,0.75,8453,0.003384165839246887
pi,2455,6,0.375,4227,0.014906226406139946
pi,2455,6,0.5,5636,0.0141958747943727
pi,2455,6,0.75,8453,0.01316016767906119
pi,2455,7,0.375,4227,0.014818517399676661
pi,2455,7,0.5,5636,0.015328723500969029
pi,2455,7,0.75,8453,0.012913347912084434
pi,2455,8,0.375,4227,0.013819868081478778
pi,2455,8,0.5,5636,0.014376032431830678
pi,2455,8,0.75,8453,0.012775791187754845
pi,2032,6,0.375,4227,0.005215670294341994
pi,2032,6,0.5,5636,0.005358303379479383
pi,2032,6,0.75,8453,0.0034789200735559213
pi,2032,7,0.375,4227,0.005550333246210567
pi,2032,7,0.5,5636,0.0043400436996109786
pi,2032,7,0.75,8453,0.003692777733377026
pi,2032,8,0.375,4227,0.005160387169868838
pi,2032,8,0.5,5636,0.0045898700317495164
pi,2032,8,0.75,8453,0.003627995507402699
pi,1868,6,0.375,4227,0.006632828767275318
pi,1868,6,0.5,5636,0.0053245300978361715
pi,1868,6,0.75,8453,0.003349631945015199
pi,1868,7,0.375,4227,0.004795663599170733
pi,1868,7,0.5,5636,0.00524752450431851
pi,1868,7,0.75,8453,0.0037823313756867667
pi,1868,8,0.375,4227,0.005632273218873656
pi,1868,8,0.5,5636,0.0048858824889817
pi,1868,8,0.75,8453,0.003408586160171043
pi,2309,6,0.375,4227,0.009521280663963001
pi,2309,6,0.5,5636,0.010573691823313677
pi,2309,6,0.75,8453,0.006436371607350799
pi,2309,7,0.375,4227,0.010477964219719083
pi,2309,7,0.5,5636,0.009834380191929662
pi,2309,7,0.75,8453,0.006137469338258492
pi,2309,8,0.375,4227,0.008408781366025953
pi,2309,8,0.5,5636,0.009550710300159722
pi,2309,8,0.75,8453,0.006182248688870053
pi,2085,6,0.375,4227,0.0031454876366880675
pi,2085,6,0.5,5636,0.003396587241490713
pi,2085,6,0.75,8453,0.0027977112450566764
pi,2085,7,0.375,4227,0.0037734913932905454
pi,2085,7,0.5,5636,0.004067784566151592
pi,2085,7,0.75,8453,0.0027680733706543933
pi,2085,8,0.375,4227,0.004392050832226447
pi,2085,8,0.5,5636,0.0031819152701328497
pi,2085,8,0.75,8453,0.0028182167201834187
uniform,1739,6,0.375,4227,0.013185540024540164
uniform,1739,6,0.5,5636,0.009479595090141861
uniform,1739,6,0.75,8453,0.007548474841721273
uniform,1739,7,0.375,4227,0.011595059031189535
uniform,1739,7,0.5,5636,0.009995746754783676
uniform,1739,7,0.75,8453,0.006065201965753089
uniform,1739,8,0.375,4227,0.011715786400444447
uniform,1739,8,0.5,5636,0.009214359239816415
uniform,1739,8,0.75,8453,0.006580206561843992
uniform,1346,6,0.375,4227,0.02384544441399606
uniform,1346,6,0.5,5636,0.010402055111660749
uniform,1346,6,0.75,8453,0.0035050350649318395
uniform,1346,7,0.375,4227,0.007685310305779732
uniform,1346,7,0.5,5636,0.007141030494718071
uniform,1346,7,0.75,8453,0.004456819785069462
uniform,1346,8,0.375,4227,0.007645916038443352
uniform,1346,8,0.5,5636,0.005988362266937535
uniform,1346,8,0.75,8453,0.0046515628600097975
uniform,1761,6,0.375,4227,0.014859119148160595
uniform,1761,6,0.5,5636,0.01047403896668631
uniform,1761,6,0.75,8453,0.006264911512367142
uniform,1761,7,0.375,4227,0.03690661834005824
uniform,1761,7,0.5,5636,0.012189282020890627
uniform,1761,7,0.75,8453,0.004497612027650111
uniform,1761,8,0.375,4227,0.011572856117150379
uniform,1761,8,0.5,5636,0.010545936886154288
uniform,1761,8,0.75,8453,0.006998629264959836
uniform,1543,6,0.375,4227,0.007541785974012841
uniform,1543,6,0.5,5636,0.00474636792001968
uniform,1543,6,0.75,8453,0.003714845715848447
uniform,1543,7,0.375,4227,0.007599262168564847
uniform,1543,7,0.5,5636,0.005036358036280981
uniform,1543,7,0.75,8453,0.0034165237761399625
uniform,1543,8,0.375,4227,0.0056261016106863345
uniform,1543,8,0.5,5636,0.006181125963132892
uniform,1543,8,0.75,8453,0.004611711849293943
uniform,1319,6,0.375,4227,0.012403648331934471
uniform,1319,6,0.5,5636,0.013864022345561677
uniform,1319,6,0.75,8453,0.007508341845782868
uniform,1319,7,0.375,4227,0.011662236711704712
uniform,1319,7,0.5,5636,0.012084727943093808
uniform,1319,7,0.75,8453,0.006281064926422143
uniform,1319,8,0.375,4227,0.014714218744965528
uniform,1319,8,0.5,5636,0.011387487158028385
uniform,1319,8,0.75,8453,0.004955330732757699
uniform,2291,6,0.375,4227,0.01093845141534103
uniform,2291,6,0.5,5636,0.009606069357610582
uniform,2291,6,0.75,8453,0.006622997331509799
uniform,2291,7,0.375,4227,0.007140714401656979
uniform,2291,7,0.5,5636,0.006283494140615286
uniform,2291,7,0.75,8453,0.0059040900185779975
uniform,2291,8,0.375,4227,0.008360953008416683
uniform,2291,8,0.5,5636,0.007063132725484485
uniform,2291,8,0.75,8453,0.004904717321635029
uniform,2025,6,0.375,4227,0.012239210802500336
uniform,2025,6,0.5,5636,0.00732608134033968
uniform,2025,6,0.75,8453,0.004372991125332229
uniform,2025,7,0.375,4227,0.010869903344853426
uniform,2025,7,0.5,5636,0.010389371612646525
uniform,2025,7,0.75,8453,0.005215383624696349
uniform,2025,8,0.375,4227,0.009517773975124339
uniform,2025,8,0.5,5636,0.008769695836506396
uniform,2025,8,0.75,8453,0.0059993474663180635
uniform,2455,6,0.375,4227,0.025263803797451436
uniform,2455,6,0.5,5636,0.01842513513830485
uniform,2455,6,0.75,8453,0.013556279799720052
uniform,2455,7,0.375,4227,0.02968122892461038
uniform,2455,7,0.5,5636,0.025670296363471498
uniform,2455,7,0.75,8453,0.01638489565849406
uniform,2455,8,0.375,4227,0.030654533312121146
uniform,2455,8,0.5,5636,0.01640154831923625
uniform,2455,8,0.75,8453,0.015666191454237765
uniform,2032,6,0.375,4227,0.010003537242571633
uniform,2032,6,0.5,5636,0.006961084393580576
uniform,2032,6,0.75,8453,0.005278048620061963
uniform,2032,7,0.375,4227,0.010483760853219679
uniform,2032,7,0.5,5636,0.009318599867658688
uniform,2032,7,0.75,8453,0.0055349300041568775
uniform,2032,8,0.375,4227,0.011075976356016617
uniform,2032,8,0.5,5636,0.010056082566544397
uniform,2032,8,0.75,8453,0.006190875648233641
uniform,1868,6,0.375,4227,0.007942346629804793
uniform,1868,6,0.5,5636,0.006845005422391622
uniform,1868,6,0.75,8453,0.004537877638628036
uniform,1868,7,0.375,4227,0.011018716105783168
uniform,1868,7,0.5,5636,0.012873697899224155
uniform,1868,7,0.75,8453,0.006071952872427521
uniform,1868,8,0.375,4227,0.012843478203955608
uniform,1868,8,0.5,5636,0.01155719573875082
uniform,1868,8,0.75,8453,0.007242133811267234
uniform,2309,6,0.375,4227,0.011620031331453368
uniform,2309,6,0.5,5636,0.009051456932121466
uniform,2309,6,0.75,8453,0.006005165345840125
uniform,2309,7,0.375,4227,0.017746314208760036
uniform,2309,7,0.5,5636,0.010472610795184698
uniform,2309,7,0.75,8453,0.00459032508005251
uniform,2309,8,0.375,4227,0.01647671698637076
uniform,2309,8,0.5,5636,0.010926295601266857
uniform,2309,8,0.75,8453,0.0065833810413169136
uniform,2085,6,0.375,4227,0.010738695253989954
uniform,2085,6,0.5,5636,0.006821609247738074
uniform,2085,6,0.75,8453,0.003321952476403909
uniform,2085,7,0.375,4227,0.007906548603838753
uniform,2085,7,0.5,5636,0.006211148875174295
uniform,2085,7,0.75,8453,0.003971005934408706
uniform,2085,8,0.375,4227,0.014182307515098346
uniform,2085,8,0.5,5636,0.008805909943814586
uniform,2085,8,0.75,8453,0.004030216493227251
ca,1491,6,0.375,4227,0.007386967638854048
ca,1491,6,0.5,5636,0.007174325951670281
ca,1491,6,0.75,8453,0.008438528392444463
ca,1491,7,0.375,4227,0.00974967915076104
ca,1491,7,0.5,5636,0.009461962876165643
ca,1491,7,0.75,8453,0.008011657502424264
ca,1491,8,0.375,4227,0.008024890875720883
ca,1491,8,0.5,5636,0.007177764552827281
ca,1491,8,0.75,8453,0.007889551057629042
ca,1869,6,0.375,4227,0.012654093989771754
ca,1869,6,0.5,5636,0.009893487310817779
ca,1869,6,0.75,8453,0.006145973407430884
ca,1869,7,0.375,4227,0.011873419034787353
ca,1869,7,0.5,5636,0.008949920805756954
ca,1869,7,0.75,8453,0.006337074285944201
ca,1869,8,0.375,4227,0.009701891017267787
ca,1869,8,0.5,5636,0.008623391389773647
ca,1869,8,0.75,8453,0.006930809684775591
ca,2394,6,0.375,4227,0.010325465555974496
ca,2394,6,0.5,5636,0.0084489124679794
ca,2394,6,0.75,8453,0.009128155708267638
ca,2394,7,0.375,4227,0.008660987767644198
ca,2394,7,0.5,5636,0.008700863020735953
ca,2394,7,0.75,8453,0.008785605108823437
ca,2394,8,0.375,4227,0.008393163380995848
ca,2394,8,0.5,5636,0.007926751398141613
ca,2394,8,0.75,8453,0.009355820730356285
ca,2302,6,0.375,4227,0.011800323421574393
ca,2302,6,0.5,5636,0.011593402746716186
ca,2302,6,0.75,8453,0.012733777800935804
ca,2302,7,0.375,4227,0.012230083852882231
ca,2302,7,0.5,5636,0.01054520751954237
ca,2302,7,0.75,8453,0.012344313926001051
ca,2302,8,0.375,4227,0.011031959876763572
ca,2302,8,0.5,5636,0.011411907642243261
ca,2302,8,0.75,8453,0.012047003069997349
ca,1954,6,0.375,4227,0.010204086208620577
ca,1954,6,0.5,5636,0.009387412742385649
ca,1954,6,0.75,8453,0.009901400244657918
ca,1954,7,0.375,4227,0.010514917107983166
ca,1954,7,0.5,5636,0.009751393932255492
ca,1954,7,0.75,8453,0.009925242956079112
ca,1954,8,0.375,4227,0.00988728002232506
ca,1954,8,0.5,5636,0.01013571232756168
ca,1954,8,0.75,8453,0.01005543200676075
ca,1580,6,0.375,4227,0.004108046217465372
ca,1580,6,0.5,5636,0.004560910623632567
ca,1580,6,0.75,8453,0.005773869148375046
ca,1580,7,0.375,4227,0.005117053986140643
ca,1580,7,0.5,5636,0.004212148057295818
ca,1580,7,0.75,8453,0.005890456795289255
ca,1580,8,0.375,4227,0.0038497155626693994
ca,1580,8,0.5,5636,0.0035174302795245296
ca,1580,8,0.75,8453,0.005316012532388756
ca,2070,6,0.375,4227,0.005901238287469879
ca,2070,6,0.5,5636,0.0051058904636241565
ca,2070,6,0.75,8453,0.003919628973771879
ca,2070,7,0.375,4227,0.004912375059630885
ca,2070,7,0.5,5636,0.004266585780087366
ca,2070,7,0.75,8453,0.003909407283267605
ca,2070,8,0.375,4227,0.006530890868715088
ca,2070,8,0.5,5636,0.005495646045617281
ca,2070,8,0.75,8453,0.0042091916512383065
ca,1764,6,0.375,4227,0.0049307845604353775
ca,1764,6,0.5,5636,0.003104969073778976
ca,1764,6,0.75,8453,0.0019247948237978187
ca,1764,7,0.375,4227,0.0033631542150850484
ca,1764,7,0.5,5636,0.00243374404590859
ca,1764,7,0.75,8453,0.0019587350831483316
ca,1764,8,0.375,4227,0.003870385744891834
ca,1764,8,0.5,5636,0.0024265677521361647
ca,1764,8,0.75,8453,0.001946815880731992
ca,1436,6,0.375,4227,0.010775240664581237
ca,1436,6,0.5,5636,0.005092611419391123
ca,1436,6,0.75,8453,0.004371064017118895
ca,1436,7,0.375,4227,0.009587407611084668
ca,1436,7,0.5,5636,0.006569173738372248
ca,1436,7,0.75,8453,0.004275588919763484
ca,1436,8,0.375,4227,0.00981504436548714
ca,1436,8,0.5,5636,0.004796159038035848
ca,1436,8,0.75,8453,0.004279754035541057
ca,1368,6,0.375,4227,0.014190046575902563
ca,1368,6,0.5,5636,0.011290270421084764
ca,1368,6,0.75,8453,0.009216457894138464
ca,1368,7,0.375,4227,0.010418017561367943
ca,1368,7,0.5,5636,0.010121684880738556
ca,1368,7,0.75,8453,0.008848974605377966
ca,1368,8,0.375,4227,0.011917291023963479
ca,1368,8,0.5,5636,0.010568195378178366
ca,1368,8,0.75,8453,0.00954891271463177
ca,2049,6,0.375,4227,0.002513675769003687
ca,2049,6,0.5,5636,0.0019447672102273085
ca,2049,6,0.75,8453,0.002360240438380118
ca,2049,7,0.375,4227,0.003240679670437362
ca,2049,7,0.5,5636,0.0025273675463561673
ca,2049,7,0.75,8453,0.0024952935338497864
ca,2049,8,0.375,4227,0.002589649587819396
ca,2049,8,0.5,5636,0.0027208917666872575
ca,2049,8,0.75,8453,0.0022547977080814383
ca,1727,6,0.375,4227,0.004255617399024077
ca,1727,6,0.5,5636,0.0028374159657739173
ca,1727,6,0.75,8453,0.0029711359534503427
ca,1727,7,0.375,4227,0.0036611542729564207
ca,1727,7,0.5,5636,0.0032462012598168943
ca,1727,7,0.75,8453,0.002791176488576311
ca,1727,8,0.375,4227,0.004151811871482235
ca,1727,8,0.5,5636,0.003054129359240906
ca,1727,8,0.75,8453,0.0029386475087219257
cpg,1491,6,0.375,4227,0.009024681884061239
cpg,1491,6,0.5,5636,0.008062432222344226
cpg,1491,6,0.75,8453,0.008665293940780562
cpg,1491,7,0.375,4227,0.01031240638588099
cpg,1491,7,0.5,5636,0.008426083029048898
cpg,1491,7,0.75,8453,0.0075255295620135325
cpg,1491,8,0.375,4227,0.008809241563101207
cpg,1491,8,0.5,5636,0.009243423387482415
cpg,1491,8,0.75,8453,0.008113798466354887
cpg,1869,6,0.375,4227,0.011737955192005784
cpg,1869,6,0.5,5636,0.009144366945213629
cpg,1869,6,0.75,8453,0.006205642231952686
cpg,1869,7,0.375,4227,0.013376793773978914
cpg,1869,7,0.5,5636,0.007223864583043012
cpg,1869,7,0.75,8453,0.006126663480222432
cpg,1869,8,0.375,4227,0.012469255139880652
cpg,1869,8,0.5,5636,0.009300135796810546
cpg,1869,8,0.75,8453,0.005783962893701492
cpg,2394,6,0.375,4227,0.013832737841765523
cpg,2394,6,0.5,5636,0.01095327489548384
cpg,2394,6,0.75,8453,0.009943136835091545
cpg,2394,7,0.375,4227,0.009959342791042674
cpg,2394,7,0.5,5636,0.01020803468064597
cpg,2394,7,0.75,8453,0.009544902006464464
cpg,2394,8,0.375,4227,0.007829979346764816
cpg,2394,8,0.5,5636,0.008703167523009824
cpg,2394,8,0.75,8453,0.009133143522624322
cpg,2302,6,0.375,4227,0.011516317981128297
cpg,2302,6,0.5,5636,0.010877911545121422
cpg,2302,6,0.75,8453,0.01229354535537365
cpg,2302,7,0.375,4227,0.011777756771109593
cpg,2302,7,0.5,5636,0.011959237970877903
cpg,2302,7,0.75,8453,0.012614607972671634
cpg,2302,8,0.375,4227,0.011790467644861299
cpg,2302,8,0.5,5636,0.011822608095133141
cpg,2302,8,0.75,8453,0.012125252125621853
cpg,1954,6,0.375,4227,0.009649368343586246
cpg,1954,6,0.5,5636,0.009930149651177935
cpg,1954,6,0.75,8453,0.010142579004758161
cpg,1954,7,0.375,4227,0.011275175425287647
cpg,1954,7,0.5,5636,0.010195779405684703
cpg,1954,7,0.75,8453,0.010045716363562756
cpg,1954,8,0.375,4227,0.008500424055987684
cpg,1954,8,0.5,5636,0.010481597412475367
cpg,1954,8,0.75,8453,0.010157276521493733
cpg,1580,6,0.375,4227,0.0069592741938089096
cpg,1580,6,0.5,5636,0.004430499271295329
cpg,1580,6,0.75,8453,0.005599624059400943
cpg,1580,7,0.375,4227,0.0031824035799012484
cpg,1580,7,0.5,5636,0.003058787200429915
cpg,1580,7,0.75,8453,0.005516634181233603
cpg,1580,8,0.375,4227,0.005321525611986647
cpg,1580,8,0.5,5636,0.004530890763744812
cpg,1580,8,0.75,8453,0.005118535967682833
cpg,2070,6,0.375,4227,0.0058790209882845414
cpg,2070,6,0.5,5636,0.006741650609030857
cpg,2070,6,0.75,8453,0.004601381402149473
cpg,2070,7,0.375,4227,0.00581418996380929
cpg,2070,7,0.5,5636,0.004535045373097887
cpg,2070,7,0.75,8453,0.004099455857389275
cpg,2070,8,0.375,4227,0.006726108340860452
cpg,2070,8,0.5,5636,0.004752687528494364
cpg,2070,8,0.75,8453,0.004104992998384297
cpg,1764,6,0.375,4227,0.0047961130281081775
cpg,1764,6,0.5,5636,0.0022511044390079735
cpg,1764,6,0.75,8453,0.0019164154289821236
cpg,1764,7,0.375,4227,0.005464708393747257
cpg,1764,7,0.5,5636,0.0033964878812943354
cpg,1764,7,0.75,8453,0.001985247018980076
cpg,1764,8,0.375,4227,0.003776492669057765
cpg,1764,8,0.5,5636,0.002336278830309929
cpg,1764,8,0.75,8453,0.0019597575918285323
cpg,1436,6,0.375,4227,0.0062598803532516924
cpg,1436,6,0.5,5636,0.004737449222510303
cpg,1436,6,0.75,8453,0.004490989208921325
cpg,1436,7,0.375,4227,0.006238595494488681
cpg,1436,7,0.5,5636,0.005308353999813899
cpg,1436,7,0.75,8453,0.004421675928978822
cpg,1436,8,0.375,4227,0.010915446023511603
cpg,1436,8,0.5,5636,0.007505920072191119
cpg,1436,8,0.75,8453,0.004483708950637314
cpg,1368,6,0.375,4227,0.013466189580090203
cpg,1368,6,0.5,5636,0.011501480284096427
cpg,1368,6,0.75,8453,0.008762025699363204
cpg,1368,7,0.375,4227,0.011967649203495108
cpg,1368,7,0.5,5636,0.009888892345254223
cpg,1368,7,0.75,8453,0.008804488230177793
cpg,1368,8,0.375,4227,0.009886503529885286
cpg,1368,8,0.5,5636,0.010048504448889153
cpg,1368,8,0.75,8453,0.009131554985190636
cpg,2049,6,0.375,4227,0.003068669665969584
cpg,2049,6,0.5,5636,0.002138956128638309
cpg,2049,6,0.75,8453,0.002311492598168688
cpg,2049,7,0.375,4227,0.0031197050512164963
cpg,2049,7,0.5,5636,0.0020882628889560073
cpg,2049,7,0.75,8453,0.0025711971422591622
cpg,2049,8,0.375,4227,0.00304318099507466
cpg,2049,8,0.5,5636,0.0022249654742896537
cpg,2049,8,0.75,8453,0.002412170561374264
cpg,1727,6,0.375,4227,0.003470815027122204
cpg,1727,6,0.5,5636,0.0034038282980941624
cpg,1727,6,0.75,8453,0.002681677961141308
cpg,1727,7,0.375,4227,0.0065226810428492795
cpg,1727,7,0.5,5636,0.003934388632317965
cpg,1727,7,0.75,8453,0.0028714817287900096
cpg,1727,8,0.375,4227,0.004620368574552756
cpg,1727,8,0.5,5636,0.0029848132908867524
cpg,1727,8,0.75,8453,0.0027346076127413585
pi,1491,6,0.375,4227,0.010632223303347885
pi,1491,6,0.5,5636,0.009142529763006795
pi,1491,6,0.75,8453,0.00804117521617159
pi,1491,7,0.375,4227,0.009688360034850022
pi,1491,7,0.5,5636,0.009055104935285744
pi,1491,7,0.75,8453,0.008414525730371308
pi,1491,8,0.375,4227,0.006735875843211408
pi,1491,8,0.5,5636,0.007184952110641738
pi,1491,8,0.75,8453,0.008277426168982954
pi,1869,6,0.375,4227,0.011919463286962842
pi,1869,6,0.5,5636,0.010234134270172137
pi,1869,6,0.75,8453,0.006733080608353943
pi,1869,7,0.375,4227,0.011955527713744828
pi,1869,7,0.5,5636,0.010779991545083321
pi,1869,7,0.75,8453,0.006272877456944231
pi,1869,8,0.375,4227,0.012075510129297097
pi,1869,8,0.5,5636,0.009172042687130358
pi,1869,8,0.75,8453,0.005582464214257191
pi,2394,6,0.375,4227,0.00976905705603174
pi,2394,6,0.5,5636,0.009819951526094375
pi,2394,6,0.75,8453,0.009493001439199877
pi,2394,7,0.375,4227,0.01007371369267768
pi,2394,7,0.5,5636,0.007952962424167539
pi,2394,7,0.75,8453,0.008555058051530678
pi,2394,8,0.375,4227,0.012242466710830775
pi,2394,8,0.5,5636,0.010006221044296111
pi,2394,8,0.75,8453,0.009946220823636491
pi,2302,6,0.375,4227,0.011859282336765751
pi,2302,6,0.5,5636,0.01184630784300178
pi,2302,6,0.75,8453,0.012371431580547125
pi,2302,7,0.375,4227,0.01440345929465631
pi,2302,7,0.5,5636,0.012384541364472241
pi,2302,7,0.75,8453,0.012417203086119159
pi,2302,8,0.375,4227,0.011853464143580524
pi,2302,8,0.5,5636,0.011615340827990681
pi,2302,8,0.75,8453,0.01237029201752009
pi,1954,6,0.375,4227,0.009738495249932172
pi,1954,6,0.5,5636,0.009793410533937627
pi,1954,6,0.75,8453,0.01021775695454716
pi,1954,7,0.375,4227,0.01046207983082713
pi,1954,7,0.5,5636,0.010006520837220197
pi,1954,7,0.75,8453,0.009976540136729111
pi,1954,8,0.375,4227,0.009819459308428221
pi,1954,8,0.5,5636,0.010191973024351191
pi,1954,8,0.75,8453,0.010017618659785303
pi,1580,6,0.375,4227,0.006174208000706383
pi,1580,6,0.5,5636,0.00471315185711001
pi,1580,6,0.75,8453,0.005781667104222339
pi,1580,7,0.375,4227,0.006783230308801281
pi,1580,7,0.5,5636,0.004945261291095431
pi,1580,7,0.75,8453,0.004966982715510534
pi,1580,8,0.375,4227,0.0064266989768162275
pi,1580,8,0.5,5636,0.006031040749740596
pi,1580,8,0.75,8453,0.00517766687701909
pi,2070,6,0.375,4227,0.008086530283667308
pi,2070,6,0.5,5636,0.0063332559275015516
pi,2070,6,0.75,8453,0.004239617852997879
pi,2070,7,0.375,4227,0.01047199559959618
pi,2070,7,0.5,5636,0.006295771045074053
pi,2070,7,0.75,8453,0.004377766499485344
pi,2070,8,0.375,4227,0.008265789620056248
pi,2070,8,0.5,5636,0.006144552707601798
pi,2070,8,0.75,8453,0.004620186959783773
pi,1764,6,0.375,4227,0.004768536280894759
pi,1764,6,0.5,5636,0.004761307757875827
pi,1764,6,0.75,8453,0.00202736551133876
pi,1764,7,0.375,4227,0.005871602327749745
pi,1764,7,0.5,5636,0.005192287893149225
pi,1764,7,0.75,8453,0.002017162730374108
pi,1764,8,0.375,4227,0.006104962148380923
pi,1764,8,0.5,5636,0.0033228084962300115
pi,1764,8,0.75,8453,0.001990375870224104
pi,1436,6,0.375,4227,0.0104557465732302
pi,1436,6,0.5,5636,0.0078313837280685
pi,1436,6,0.75,8453,0.005841284939580719
pi,1436,7,0.375,4227,0.011352564992962827
pi,1436,7,0.5,5636,0.009015887941870679
pi,1436,7,0.75,8453,0.00551408997116007
pi,1436,8,0.375,4227,0.011019241395430375
pi,1436,8,0.5,5636,0.009625563855643329
pi,1436,8,0.75,8453,0.00512375188227632
pi,1368,6,0.375,4227,0.01278210763689537
pi,1368,6,0.5,5636,0.010935465547033252
pi,1368,6,0.75,8453,0.00954107650960707
pi,1368,7,0.375,4227,0.012828572089214113
pi,1368,7,0.5,5636,0.011360964537272466
pi,1368,7,0.75,8453,0.00915867192232535
pi,1368,8,0.375,4227,0.012722106910335845
pi,1368,8,0.5,5636,0.011027598031041273
pi,1368,8,0.75,8453,0.009178688259520939
pi,2049,6,0.375,4227,0.003148367429065475
pi,2049,6,0.5,5636,0.0020749798680533274
pi,2049,6,0.75,8453,0.002346998990472542
pi,2049,7,0.375,4227,0.0029012723565017247
pi,2049,7,0.5,5636,0.0020056444289966403
pi,2049,7,0.75,8453,0.002476183102564869
pi,2049,8,0.375,4227,0.0033398606599969764
pi,2049,8,0.5,5636,0.0024076856828554186
pi,2049,8,0.75,8453,0.002479538458875383
pi,1727,6,0.375,4227,0.008247468719157608
pi,1727,6,0.5,5636,0.004678459403116222
pi,1727,6,0.75,8453,0.002819332293401105
pi,1727,7,0.375,4227,0.008248626683522789
pi,1727,7,0.5,5636,0.005228420524397095
pi,1727,7,0.75,8453,0.0034267546959708723
pi,1727,8,0.375,4227,0.00846695158179853
pi,1727,8,0.5,5636,0.006683912291985843
pi,1727,8,0.75,8453,0.002748903006358564
uniform,1491,6,0.375,4227,0.011832483919392766
uniform,1491,6,0.5,5636,0.011210037957014508
uniform,1491,6,0.75,8453,0.010812329124024762
uniform,1491,7,0.375,4227,0.015855843875296528
uniform,1491,7,0.5,5636,0.013967143848636666
uniform,1491,7,0.75,8453,0.009516747960245793
uniform,1491,8,0.375,4227,0.015311691404028455
uniform,1491,8,0.5,5636,0.011366473911095572
uniform,1491,8,0.75,8453,0.012199617332780337
uniform,1869,6,0.375,4227,0.008881453128862715
uniform,1869,6,0.5,5636,0.007699013384094581
uniform,1869,6,0.75,8453,0.006331688535452066
uniform,1869,7,0.375,4227,0.010828928180395441
uniform,1869,7,0.5,5636,0.012478019450311174
uniform,1869,7,0.75,8453,0.007148894913167246
uniform,1869,8,0.375,4227,0.01217427207429508
uniform,1869,8,0.5,5636,0.008430035385955272
uniform,1869,8,0.75,8453,0.007434498613858392
uniform,2394,6,0.375,4227,0.018675177464071598
uniform,2394,6,0.5,5636,0.01550361302799445
uniform,2394,6,0.75,8453,0.011791214587290384
uniform,2394,7,0.375,4227,0.015823845472212262
uniform,2394,7,0.5,5636,0.01292477071466396
uniform,2394,7,0.75,8453,0.011027641177174996
uniform,2394,8,0.375,4227,0.015178204507708959
uniform,2394,8,0.5,5636,0.011203020534844782
uniform,2394,8,0.75,8453,0.010911158424377511
uniform,2302,6,0.375,4227,0.012194125068874245
uniform,2302,6,0.5,5636,0.011802687399800916
uniform,2302,6,0.75,8453,0.013086277282973974
uniform,2302,7,0.375,4227,0.012173592927909276
uniform,2302,7,0.5,5636,0.014140478218368488
uniform,2302,7,0.75,8453,0.01326922544763603
uniform,2302,8,0.375,4227,0.010593394515913304
uniform,2302,8,0.5,5636,0.010971303767621206
uniform,2302,8,0.75,8453,0.012400708073562123
uniform,1954,6,0.375,4227,0.012593371124073684
uniform,1954,6,0.5,5636,0.010144442061152632
uniform,1954,6,0.75,8453,0.0100983399788671
uniform,1954,7,0.375,4227,0.013718864321054907
uniform,1954,7,0.5,5636,0.011879867313480182
uniform,1954,7,0.75,8453,0.010619326360744204
uniform,1954,8,0.375,4227,0.013321410146826447
uniform,1954,8,0.5,5636,0.012238858547823153
uniform,1954,8,0.75,8453,0.00992522879589584
uniform,1580,6,0.375,4227,0.010752935786812261
uniform,1580,6,0.5,5636,0.009809243731282016
uniform,1580,6,0.75,8453,0.005724040805468121
uniform,1580,7,0.375,4227,0.010498521487206154
uniform,1580,7,0.5,5636,0.009268046116943762
uniform,1580,7,0.75,8453,0.006053358115100487
uniform,1580,8,0.375,4227,0.012017408771144425
uniform,1580,8,0.5,5636,0.008544543507305293
uniform,1580,8,0.75,8453,0.00809424749897101
uniform,2070,6,0.375,4227,0.013763223812425727
uniform,2070,6,0.5,5636,0.010924056800939733
uniform,2070,6,0.75,8453,0.007912916120076944
uniform,2070,7,0.375,4227,0.012176078961161381
uniform,2070,7,0.5,5636,0.009458324532062216
uniform,2070,7,0.75,8453,0.007101584688858474
uniform,2070,8,0.375,4227,0.011376884019089794
uniform,2070,8,0.5,5636,0.011022203645770797
uniform,2070,8,0.75,8453,0.005798601720219476
uniform,1764,6,0.375,4227,0.010927394637886565
uniform,1764,6,0.5,5636,0.008789474346756187
uniform,1764,6,0.75,8453,0.004406594264973175
uniform,1764,7,0.375,4227,0.009297498792401833
uniform,1764,7,0.5,5636,0.008136283699708334
uniform,1764,7,0.75,8453,0.005268862859613221
uniform,1764,8,0.375,4227,0.011832163363625945
