method,sample_id,seed,budget_fraction,selected_count,pressure_field_relative_l2
cpg,1741,6,0.75,8453,0.00380692445694046
cpg,1741,7,0.375,4227,0.012456278847274092
cpg,1741,7,0.5,5636,0.008253058976951956
cpg,1741,7,0.75,8453,0.004284867237177356
cpg,1741,8,0.375,4227,0.012058382792897115
cpg,1741,8,0.5,5636,0.006447103960750667
cpg,1741,8,0.75,8453,0.0027292781917873407
cpg,1938,6,0.375,4227,0.005709412462000818
cpg,1938,6,0.5,5636,0.0048850890283825285
cpg,1938,6,0.75,8453,0.005009157324385572
cpg,1938,7,0.375,4227,0.0052164722743527825
cpg,1938,7,0.5,5636,0.004800977000022319
cpg,1938,7,0.75,8453,0.005090166957132615
cpg,1938,8,0.375,4227,0.004843168003647876
cpg,1938,8,0.5,5636,0.00447562369152697
cpg,1938,8,0.75,8453,0.005150238002085943
cpg,1470,6,0.375,4227,0.003734712421384574
cpg,1470,6,0.5,5636,0.002100990177084886
cpg,1470,6,0.75,8453,0.0019087852834449332
cpg,1470,7,0.375,4227,0.0018419863990353947
cpg,1470,7,0.5,5636,0.0020893921468717316
cpg,1470,7,0.75,8453,0.001990057993582524
cpg,1470,8,0.375,4227,0.006277942215322761
cpg,1470,8,0.5,5636,0.0027068834601785483
cpg,1470,8,0.75,8453,0.0017079235956673458
cpg,2016,6,0.375,4227,0.011225860014289782
cpg,2016,6,0.5,5636,0.011232752484216001
cpg,2016,6,0.75,8453,0.009905422620887517
cpg,2016,7,0.375,4227,0.013117344708191644
cpg,2016,7,0.5,5636,0.011153066277731521
cpg,2016,7,0.75,8453,0.010202952854419453
cpg,2016,8,0.375,4227,0.013066139132157279
cpg,2016,8,0.5,5636,0.01103587353978439
cpg,2016,8,0.75,8453,0.010403715960430096
cpg,1360,6,0.375,4227,0.0034552383696691397
cpg,1360,6,0.5,5636,0.004047967881595406
cpg,1360,6,0.75,8453,0.00240774886635809
cpg,1360,7,0.375,4227,0.00649772787828489
cpg,1360,7,0.5,5636,0.005297638036576131
cpg,1360,7,0.75,8453,0.0032873323120985146
cpg,1360,8,0.375,4227,0.005140870352984178
cpg,1360,8,0.5,5636,0.003588882456872812
cpg,1360,8,0.75,8453,0.002133690717942134
cpg,1873,6,0.375,4227,0.00996414849531268
cpg,1873,6,0.5,5636,0.009187990769605912
cpg,1873,6,0.75,8453,0.005255518813761572
cpg,1873,7,0.375,4227,0.010230554100885924
cpg,1873,7,0.5,5636,0.007022701743232431
cpg,1873,7,0.75,8453,0.005794070138763397
cpg,1873,8,0.375,4227,0.007060183754126689
cpg,1873,8,0.5,5636,0.00470919208915445
cpg,1873,8,0.75,8453,0.005335098796760253
cpg,1490,6,0.375,4227,0.00420239546868727
cpg,1490,6,0.5,5636,0.003595041760713557
cpg,1490,6,0.75,8453,0.0035539208618690513
cpg,1490,7,0.375,4227,0.006311815148063349
cpg,1490,7,0.5,5636,0.0038514425173091903
cpg,1490,7,0.75,8453,0.003453434824890211
cpg,1490,8,0.375,4227,0.007289897378151237
cpg,1490,8,0.5,5636,0.004842238753663087
cpg,1490,8,0.75,8453,0.004204996771513801
cpg,1376,6,0.375,4227,0.010289528112873396
cpg,1376,6,0.5,5636,0.008744335665409084
cpg,1376,6,0.75,8453,0.00627977824551331
cpg,1376,7,0.375,4227,0.01114119606623663
cpg,1376,7,0.5,5636,0.008714797979667949
cpg,1376,7,0.75,8453,0.006607912473848729
cpg,1376,8,0.375,4227,0.01266694229516048
cpg,1376,8,0.5,5636,0.010811269016380968
cpg,1376,8,0.75,8453,0.006992187004847856
cpg,2306,6,0.375,4227,0.004166672110278242
cpg,2306,6,0.5,5636,0.0031880919127221874
cpg,2306,6,0.75,8453,0.0032690862054750693
cpg,2306,7,0.375,4227,0.0059183586102431575
cpg,2306,7,0.5,5636,0.00397723535412035
cpg,2306,7,0.75,8453,0.0032426445364909197
cpg,2306,8,0.375,4227,0.005207148051057868
cpg,2306,8,0.5,5636,0.004412825085578891
cpg,2306,8,0.75,8453,0.0039539722468678136
cpg,2238,6,0.375,4227,0.0046640754290044086
cpg,2238,6,0.5,5636,0.0037428030397408324
cpg,2238,6,0.75,8453,0.0038545543291723106
cpg,2238,7,0.375,4227,0.00425829034415674
cpg,2238,7,0.5,5636,0.005475713590364219
cpg,2238,7,0.75,8453,0.0035748308129380625
cpg,2238,8,0.375,4227,0.0038856647640052714
cpg,2238,8,0.5,5636,0.00486448492874076
cpg,2238,8,0.75,8453,0.003913084740117463
pi,2241,6,0.375,4227,0.006099709608965123
pi,2241,6,0.5,5636,0.004789765661850112
pi,2241,6,0.75,8453,0.003948707793354094
pi,2241,7,0.375,4227,0.005861585664436615
pi,2241,7,0.5,5636,0.004619848043252201
pi,2241,7,0.75,8453,0.0038398085075559227
pi,2241,8,0.375,4227,0.005563913183359874
pi,2241,8,0.5,5636,0.005004519343277919
pi,2241,8,0.75,8453,0.003768950186044533
pi,2245,6,0.375,4227,0.00360826346561161
pi,2245,6,0.5,5636,0.0023036801522499963
pi,2245,6,0.75,8453,0.0018557665855681296
pi,2245,7,0.375,4227,0.0031105289695265276
pi,2245,7,0.5,5636,0.002397219628678539
pi,2245,7,0.75,8453,0.0018369523806895894
pi,2245,8,0.375,4227,0.003704158448423353
pi,2245,8,0.5,5636,0.0022071647314149986
pi,2245,8,0.75,8453,0.0017407962149553083
pi,1741,6,0.375,4227,0.010809377008657688
pi,1741,6,0.5,5636,0.008675341812393206
pi,1741,6,0.75,8453,0.003806268547308107
pi,1741,7,0.375,4227,0.009193144689612937
pi,1741,7,0.5,5636,0.00833363851352261
pi,1741,7,0.75,8453,0.002798859474547658
pi,1741,8,0.375,4227,0.01166519416363769
pi,1741,8,0.5,5636,0.00841102810295469
pi,1741,8,0.75,8453,0.00380222058483289
pi,1938,6,0.375,4227,0.004485176606110239
pi,1938,6,0.5,5636,0.005017578638553648
pi,1938,6,0.75,8453,0.005025922149290311
pi,1938,7,0.375,4227,0.004947521812928592
pi,1938,7,0.5,5636,0.0047913028868558855
pi,1938,7,0.75,8453,0.005119053285418406
pi,1938,8,0.375,4227,0.005896773608828531
pi,1938,8,0.5,5636,0.005137770648155868
pi,1938,8,0.75,8453,0.005152813090582459
pi,1470,6,0.375,4227,0.005497322173364055
pi,1470,6,0.5,5636,0.0030450313471102686
pi,1470,6,0.75,8453,0.002522269540976028
pi,1470,7,0.375,4227,0.004967263249051427
pi,1470,7,0.5,5636,0.003932379285693887
pi,1470,7,0.75,8453,0.0019789091119339383
pi,1470,8,0.375,4227,0.004377770997524677
pi,1470,8,0.5,5636,0.0039035855473997768
pi,1470,8,0.75,8453,0.001959133322774611
pi,2016,6,0.375,4227,0.011644048750325896
pi,2016,6,0.5,5636,0.010478034720816409
pi,2016,6,0.75,8453,0.009874840136268562
pi,2016,7,0.375,4227,0.012777323212614967
pi,2016,7,0.5,5636,0.010916055657015386
pi,2016,7,0.75,8453,0.010151574344419902
pi,2016,8,0.375,4227,0.011802230649157638
pi,2016,8,0.5,5636,0.010783518550661631
pi,2016,8,0.75,8453,0.009589382218372893
pi,1360,6,0.375,4227,0.005614359272034055
pi,1360,6,0.5,5636,0.004650890683499825
pi,1360,6,0.75,8453,0.0022876209693879625
pi,1360,7,0.375,4227,0.005410232602389533
pi,1360,7,0.5,5636,0.004748577549252454
pi,1360,7,0.75,8453,0.0022415571246658483
pi,1360,8,0.375,4227,0.005453821621335174
pi,1360,8,0.5,5636,0.0037318460056829325
pi,1360,8,0.75,8453,0.002511189054226173
pi,1873,6,0.375,4227,0.0073695281992906606
pi,1873,6,0.5,5636,0.005173486624712987
pi,1873,6,0.75,8453,0.005886353675823114
pi,1873,7,0.375,4227,0.009468541086441585
pi,1873,7,0.5,5636,0.007668411084444635
pi,1873,7,0.75,8453,0.006287240490079719
pi,1873,8,0.375,4227,0.008723433648015375
pi,1873,8,0.5,5636,0.006175348738629899
pi,1873,8,0.75,8453,0.005768319062065231
pi,1490,6,0.375,4227,0.005674824661573835
pi,1490,6,0.5,5636,0.004801754008950451
pi,1490,6,0.75,8453,0.0033962880050621294
pi,1490,7,0.375,4227,0.0065642744805843155
pi,1490,7,0.5,5636,0.006646969467959487
pi,1490,7,0.75,8453,0.003493446562596171
pi,1490,8,0.375,4227,0.007895555159881603
pi,1490,8,0.5,5636,0.005094821941704802
pi,1490,8,0.75,8453,0.003517085552691681
pi,1376,6,0.375,4227,0.010452289728632169
pi,1376,6,0.5,5636,0.008741029718179498
pi,1376,6,0.75,8453,0.00611960611735963
pi,1376,7,0.375,4227,0.009860505524162354
pi,1376,7,0.5,5636,0.008784266804777606
pi,1376,7,0.75,8453,0.007020225885330086
pi,1376,8,0.375,4227,0.012419517871097819
pi,1376,8,0.5,5636,0.009662468985855452
pi,1376,8,0.75,8453,0.006283267064106855
pi,2306,6,0.375,4227,0.0074482291732235525
pi,2306,6,0.5,5636,0.006117074814934062
pi,2306,6,0.75,8453,0.0035456057354415734
pi,2306,7,0.375,4227,0.009384572544631117
pi,2306,7,0.5,5636,0.005352177656040547
pi,2306,7,0.75,8453,0.003435068144143604
pi,2306,8,0.375,4227,0.007726695472926897
pi,2306,8,0.5,5636,0.006205896325223892
pi,2306,8,0.75,8453,0.003536067457824254
pi,2238,6,0.375,4227,0.00612014474650764
pi,2238,6,0.5,5636,0.005269295272055624
pi,2238,6,0.75,8453,0.003857832667531032
pi,2238,7,0.375,4227,0.005364132354077461
pi,2238,7,0.5,5636,0.004616529072723596
pi,2238,7,0.75,8453,0.003806141963236336
pi,2238,8,0.375,4227,0.0062469511323331684
pi,2238,8,0.5,5636,0.005224298139332615
pi,2238,8,0.75,8453,0.003929039957149033
uniform,2241,6,0.375,4227,0.028974556068329393
uniform,2241,6,0.5,5636,0.00938904506703482
uniform,2241,6,0.75,8453,0.006337048229743469
uniform,2241,7,0.375,4227,0.016180524113610314
uniform,2241,7,0.5,5636,0.010377194219774497
uniform,2241,7,0.75,8453,0.00807729303575889
uniform,2241,8,0.375,4227,0.009758007097810807
uniform,2241,8,0.5,5636,0.008677534430893495
uniform,2241,8,0.75,8453,0.007277966490711896
uniform,2245,6,0.375,4227,0.00805897406303873
uniform,2245,6,0.5,5636,0.006285713414891156
uniform,2245,6,0.75,8453,0.0038142673152016457
uniform,2245,7,0.375,4227,0.00850318421963748
uniform,2245,7,0.5,5636,0.008623869956151426
uniform,2245,7,0.75,8453,0.003533162558180693
uniform,2245,8,0.375,4227,0.007146912194973259
uniform,2245,8,0.5,5636,0.005874320256608625
uniform,2245,8,0.75,8453,0.004712551515348446
uniform,1741,6,0.375,4227,0.017043589327160782
uniform,1741,6,0.5,5636,0.010327168351706243
uniform,1741,6,0.75,8453,0.006339330639858324
uniform,1741,7,0.375,4227,0.013587492225478134
uniform,1741,7,0.5,5636,0.010982871723926133
uniform,1741,7,0.75,8453,0.007458704654211073
uniform,1741,8,0.375,4227,0.013380180410856028
uniform,1741,8,0.5,5636,0.016694652498541022
uniform,1741,8,0.75,8453,0.010777833619382003
uniform,1938,6,0.375,4227,0.0076290290827526076
uniform,1938,6,0.5,5636,0.007305537093948985
uniform,1938,6,0.75,8453,0.0062748585198268
uniform,1938,7,0.375,4227,0.005456398201964952
uniform,1938,7,0.5,5636,0.00505833478553775
uniform,1938,7,0.75,8453,0.0041301169448671625
uniform,1938,8,0.375,4227,0.005059291555315957
uniform,1938,8,0.5,5636,0.0051755954741636405
uniform,1938,8,0.75,8453,0.0046321321013285234
uniform,1470,6,0.375,4227,0.009240169193957398
uniform,1470,6,0.5,5636,0.006291983228196071
uniform,1470,6,0.75,8453,0.0029617988526056084
uniform,1470,7,0.375,4227,0.008774861581150688
uniform,1470,7,0.5,5636,0.006122829303901419
uniform,1470,7,0.75,8453,0.00413338394989918
uniform,1470,8,0.375,4227,0.006964626642321991
uniform,1470,8,0.5,5636,0.0065837770123345
uniform,1470,8,0.75,8453,0.0038597477019086945
uniform,2016,6,0.375,4227,0.04938013523468365
uniform,2016,6,0.5,5636,0.01407956225679017
uniform,2016,6,0.75,8453,0.010521588214887665
uniform,2016,7,0.375,4227,0.031525650128404595
uniform,2016,7,0.5,5636,0.01496524237897577
uniform,2016,7,0.75,8453,0.011273475516975787
uniform,2016,8,0.375,4227,0.01719685216273532
uniform,2016,8,0.5,5636,0.015290775624685147
uniform,2016,8,0.75,8453,0.011017570747442444
uniform,1360,6,0.375,4227,0.009841339810511052
uniform,1360,6,0.5,5636,0.008490100691349574
uniform,1360,6,0.75,8453,0.0035180498594907534
uniform,1360,7,0.375,4227,0.011845136429087357
uniform,1360,7,0.5,5636,0.007735760994733601
uniform,1360,7,0.75,8453,0.004475279788715252
uniform,1360,8,0.375,4227,0.012887097482768667
uniform,1360,8,0.5,5636,0.011911806662697935
uniform,1360,8,0.75,8453,0.005979554523630431
uniform,1873,6,0.375,4227,0.013236495773581327
uniform,1873,6,0.5,5636,0.011669362831732612
uniform,1873,6,0.75,8453,0.00862602741320693
uniform,1873,7,0.375,4227,0.012726168252868498
uniform,1873,7,0.5,5636,0.008857204210196876
uniform,1873,7,0.75,8453,0.01334775299644909
uniform,1873,8,0.375,4227,0.0285392291599952
uniform,1873,8,0.5,5636,0.009138874366923911
uniform,1873,8,0.75,8453,0.008960121435762969
uniform,1490,6,0.375,4227,0.01564648947852939
uniform,1490,6,0.5,5636,0.013368900259829614
uniform,1490,6,0.75,8453,0.008898372961500128
uniform,1490,7,0.375,4227,0.015811631790690405
uniform,1490,7,0.5,5636,0.014069972220892303
uniform,1490,7,0.75,8453,0.005080750260228229
uniform,1490,8,0.375,4227,0.014767418313512939
uniform,1490,8,0.5,5636,0.012769246843576939
uniform,1490,8,0.75,8453,0.005784579088730654
uniform,1376,6,0.375,4227,0.014707287230587942
uniform,1376,6,0.5,5636,0.0112352077663556
uniform,1376,6,0.75,8453,0.006892806058524095
uniform,1376,7,0.375,4227,0.01254248940509179
uniform,1376,7,0.5,5636,0.010842808705597937
uniform,1376,7,0.75,8453,0.006419279684094929
uniform,1376,8,0.375,4227,0.015046998481923186
uniform,1376,8,0.5,5636,0.019801760488346587
uniform,1376,8,0.75,8453,0.01019264301468143
uniform,2306,6,0.375,4227,0.01665162020329712
uniform,2306,6,0.5,5636,0.013533855247568921
uniform,2306,6,0.75,8453,0.005988516354006315
uniform,2306,7,0.375,4227,0.010756773206597844
uniform,2306,7,0.5,5636,0.008969555123659682
uniform,2306,7,0.75,8453,0.0062700275586695916
uniform,2306,8,0.375,4227,0.016112769479933797
uniform,2306,8,0.5,5636,0.010981115151223953
uniform,2306,8,0.75,8453,0.0074490810266107845
uniform,2238,6,0.375,4227,0.010913363044440447
uniform,2238,6,0.5,5636,0.007314818612120967
uniform,2238,6,0.75,8453,0.003541785280720937
uniform,2238,7,0.375,4227,0.014092975369656181
uniform,2238,7,0.5,5636,0.00766022935830145
uniform,2238,7,0.75,8453,0.004936049671860632
uniform,2238,8,0.375,4227,0.010929152364457764
uniform,2238,8,0.5,5636,0.007556255803095307
uniform,2238,8,0.75,8453,0.004360247520809921
ca,1739,6,0.375,4227,0.011706530902882348
ca,1739,6,0.5,5636,0.010596172810660925
ca,1739,6,0.75,8453,0.008950921713968612
ca,1739,7,0.375,4227,0.01280114280046214
ca,1739,7,0.5,5636,0.01039873229386905
ca,1739,7,0.75,8453,0.009134592470326353
ca,1739,8,0.375,4227,0.014142880274444459
ca,1739,8,0.5,5636,0.010980164298436845
ca,1739,8,0.75,8453,0.009300874057729327
ca,1346,6,0.375,4227,0.0023764453289685217
ca,1346,6,0.5,5636,0.00204069985032339
ca,1346,6,0.75,8453,0.0022641696592963414
ca,1346,7,0.375,4227,0.0020808555999899956
ca,1346,7,0.5,5636,0.0017218171456170085
ca,1346,7,0.75,8453,0.002167637623602922
ca,1346,8,0.375,4227,0.0023058930154262244
ca,1346,8,0.5,5636,0.0018201659453732305
ca,1346,8,0.75,8453,0.0021923169477758484
ca,1761,6,0.375,4227,0.010270918571009535
ca,1761,6,0.5,5636,0.006339434384548232
ca,1761,6,0.75,8453,0.0037003117312762795
ca,1761,7,0.375,4227,0.008620657234555285
ca,1761,7,0.5,5636,0.005088819023915446
ca,1761,7,0.75,8453,0.003444106323557257
ca,1761,8,0.375,4227,0.009918120303565373
ca,1761,8,0.5,5636,0.00712276242825442
ca,1761,8,0.75,8453,0.0040111110516828944
ca,1543,6,0.375,4227,0.0031136880337020354
ca,1543,6,0.5,5636,0.0029630822119744533
ca,1543,6,0.75,8453,0.003124872408819824
ca,1543,7,0.375,4227,0.0031022041004039507
ca,1543,7,0.5,5636,0.002882930376173824
ca,1543,7,0.75,8453,0.003300061804680784
ca,1543,8,0.375,4227,0.0036501633244816604
ca,1543,8,0.5,5636,0.0031973953717060835
ca,1543,8,0.75,8453,0.003128302569237941
ca,1319,6,0.375,4227,0.007820897441290478
ca,1319,6,0.5,5636,0.0050242112163544584
ca,1319,6,0.75,8453,0.003541152523944262
ca,1319,7,0.375,4227,0.006708495222979542
ca,1319,7,0.5,5636,0.0032898772129972436
ca,1319,7,0.75,8453,0.004818895419321987
ca,1319,8,0.375,4227,0.006066912088533612
ca,1319,8,0.5,5636,0.0037473044838521406
ca,1319,8,0.75,8453,0.0033488297443064106
ca,2291,6,0.375,4227,0.00832740729570844
ca,2291,6,0.5,5636,0.007917272473026761
ca,2291,6,0.75,8453,0.006501519521089248
ca,2291,7,0.375,4227,0.007186835820647312
ca,2291,7,0.5,5636,0.006297938092077216
ca,2291,7,0.75,8453,0.0060170202638687685
ca,2291,8,0.375,4227,0.008385532109057195
ca,2291,8,0.5,5636,0.005867216043498233
ca,2291,8,0.75,8453,0.0063595848409345925
ca,2025,6,0.375,4227,0.002618006170745405
ca,2025,6,0.5,5636,0.0026806690142190297
ca,2025,6,0.75,8453,0.0026687486496747865
ca,2025,7,0.375,4227,0.0029127502217868462
ca,2025,7,0.5,5636,0.002460533013783193
ca,2025,7,0.75,8453,0.003222713764187985
ca,2025,8,0.375,4227,0.0029947638584521155
ca,2025,8,0.5,5636,0.0025771741010926033
ca,2025,8,0.75,8453,0.003262341579909889
ca,2455,6,0.375,4227,0.01663123645536311
ca,2455,6,0.5,5636,0.01497890298742468
ca,2455,6,0.75,8453,0.012838143863037292
ca,2455,7,0.375,4227,0.01575833366092949
ca,2455,7,0.5,5636,0.01462072050101143
ca,2455,7,0.75,8453,0.012853233387511341
ca,2455,8,0.375,4227,0.016607205326576984
ca,2455,8,0.5,5636,0.013940771455125657
ca,2455,8,0.75,8453,0.013010139377808089
ca,2032,6,0.375,4227,0.004399462554357567
ca,2032,6,0.5,5636,0.00363407967105417
ca,2032,6,0.75,8453,0.0036445781192344477
ca,2032,7,0.375,4227,0.0036313003564743826
ca,2032,7,0.5,5636,0.004019867999524074
ca,2032,7,0.75,8453,0.003165627955262798
ca,2032,8,0.375,4227,0.0037592518168628212
ca,2032,8,0.5,5636,0.0030110457669806786
ca,2032,8,0.75,8453,0.0033242095197334063
ca,1868,6,0.375,4227,0.005450713041336451
ca,1868,6,0.5,5636,0.004898834082961891
ca,1868,6,0.75,8453,0.0034430158271245635
ca,1868,7,0.375,4227,0.004384827069683908
ca,1868,7,0.5,5636,0.0033964894612958205
ca,1868,7,0.75,8453,0.0036746705746027
ca,1868,8,0.375,4227,0.004460322774801085
ca,1868,8,0.5,5636,0.004073017115796537
ca,1868,8,0.75,8453,0.003995438530427429
ca,2309,6,0.375,4227,0.007588582331659837
ca,2309,6,0.5,5636,0.007429627083096968
ca,2309,6,0.75,8453,0.006384201643243032
ca,2309,7,0.375,4227,0.011898533505036266
ca,2309,7,0.5,5636,0.009654383226435873
ca,2309,7,0.75,8453,0.0062619591602175294
ca,2309,8,0.375,4227,0.008793745363886666
ca,2309,8,0.5,5636,0.008040420015219882
ca,2309,8,0.75,8453,0.006494905964642026
ca,2085,6,0.375,4227,0.0032147211634812028
ca,2085,6,0.5,5636,0.0029346189410403177
ca,2085,6,0.75,8453,0.0027612869342616493
ca,2085,7,0.375,4227,0.004550347112176473
ca,2085,7,0.5,5636,0.004543306604539718
ca,2085,7,0.75,8453,0.00279490945716027
ca,2085,8,0.375,4227,0.0036595383626437843
ca,2085,8,0.5,5636,0.002451674805678643
ca,2085,8,0.75,8453,0.0027077439304889566
cpg,1739,6,0.375,4227,0.014132716389792924
cpg,1739,6,0.5,5636,0.011630928354828023
cpg,1739,6,0.75,8453,0.008869797880012562
cpg,1739,7,0.375,4227,0.015852596867646646
cpg,1739,7,0.5,5636,0.011172540022569647
cpg,1739,7,0.75,8453,0.008880052467700563
cpg,1739,8,0.375,4227,0.014116927742870072
cpg,1739,8,0.5,5636,0.011985078404685804
cpg,1739,8,0.75,8453,0.008406708376386421
cpg,1346,6,0.375,4227,0.0029945358606711507
cpg,1346,6,0.5,5636,0.0023308854229180317
cpg,1346,6,0.75,8453,0.0024030639008226127
cpg,1346,7,0.375,4227,0.002087142977907241
cpg,1346,7,0.5,5636,0.002342082627329896
cpg,1346,7,0.75,8453,0.0026453953631005293
cpg,1346,8,0.375,4227,0.00253416018957754
cpg,1346,8,0.5,5636,0.0024515780712658715
cpg,1346,8,0.75,8453,0.002267052781306762
cpg,1761,6,0.375,4227,0.00828581106179087
cpg,1761,6,0.5,5636,0.00764083702013963
cpg,1761,6,0.75,8453,0.0037936663759495933
cpg,1761,7,0.375,4227,0.008740452327540017
cpg,1761,7,0.5,5636,0.008746977996978945
cpg,1761,7,0.75,8453,0.004381926401185456
cpg,1761,8,0.375,4227,0.00675390412204674
cpg,1761,8,0.5,5636,0.006805641697237817
cpg,1761,8,0.75,8453,0.004416363263778085
cpg,1543,6,0.375,4227,0.003828864410502971
cpg,1543,6,0.5,5636,0.0033071163825705544
cpg,1543,6,0.75,8453,0.0031507944110229797
cpg,1543,7,0.375,4227,0.004078730931614962
cpg,1543,7,0.5,5636,0.0032524013895033122
cpg,1543,7,0.75,8453,0.0031356886849769425
cpg,1543,8,0.375,4227,0.003130352368950674
cpg,1543,8,0.5,5636,0.0030866962233181525
cpg,1543,8,0.75,8453,0.003084964099815029
cpg,1319,6,0.375,4227,0.010656262116127515
cpg,1319,6,0.5,5636,0.00843311202643297
cpg,1319,6,0.75,8453,0.0034130520287421083
cpg,1319,7,0.375,4227,0.008015463265664156
cpg,1319,7,0.5,5636,0.006262765589458935
cpg,1319,7,0.75,8453,0.004395470791268843
cpg,1319,8,0.375,4227,0.009255839437538957
cpg,1319,8,0.5,5636,0.007481593401880316
cpg,1319,8,0.75,8453,0.003105905740520695
cpg,2291,6,0.375,4227,0.010619089547080796
cpg,2291,6,0.5,5636,0.006082082160442496
cpg,2291,6,0.75,8453,0.006345976066624913
cpg,2291,7,0.375,4227,0.010426424541703444
cpg,2291,7,0.5,5636,0.006840273633642715
cpg,2291,7,0.75,8453,0.006600535560447994
cpg,2291,8,0.375,4227,0.007850701725935277
cpg,2291,8,0.5,5636,0.00743460876930512
cpg,2291,8,0.75,8453,0.005919316225122741
cpg,2025,6,0.375,4227,0.0021534079187320743
cpg,2025,6,0.5,5636,0.002740925907444161
cpg,2025,6,0.75,8453,0.0032871725543024673
cpg,2025,7,0.375,4227,0.003476718109797715
cpg,2025,7,0.5,5636,0.00274487290867841
cpg,2025,7,0.75,8453,0.0030975874433364927
cpg,2025,8,0.375,4227,0.0026457141370868575
cpg,2025,8,0.5,5636,0.002666361564247873
cpg,2025,8,0.75,8453,0.0029893844851038693
cpg,2455,6,0.375,4227,0.01409854629721239
cpg,2455,6,0.5,5636,0.014092721052171034
cpg,2455,6,0.75,8453,0.012777135083786596
cpg,2455,7,0.375,4227,0.01580801815688199
cpg,2455,7,0.5,5636,0.014485926889318868
cpg,2455,7,0.75,8453,0.013116134950870705
cpg,2455,8,0.375,4227,0.015579784530541943
cpg,2455,8,0.5,5636,0.014295705225290946
cpg,2455,8,0.75,8453,0.012977304777238054
cpg,2032,6,0.375,4227,0.004539350322813112
cpg,2032,6,0.5,5636,0.0033876913169916803
cpg,2032,6,0.75,8453,0.003463882165239415
cpg,2032,7,0.375,4227,0.0029947701596961824
cpg,2032,7,0.5,5636,0.00271544786644657
cpg,2032,7,0.75,8453,0.0035467763483704212
cpg,2032,8,0.375,4227,0.0032554760633648743
cpg,2032,8,0.5,5636,0.0033959828660756913
cpg,2032,8,0.75,8453,0.0035428162505823837
cpg,1868,6,0.375,4227,0.005135320674975926
cpg,1868,6,0.5,5636,0.004426700929951823
cpg,1868,6,0.75,8453,0.003385274572100336
cpg,1868,7,0.375,4227,0.005565131591934659
cpg,1868,7,0.5,5636,0.0035468145599371797
cpg,1868,7,0.75,8453,0.0031699248670280403
cpg,1868,8,0.375,4227,0.005722875162379298
cpg,1868,8,0.5,5636,0.004809955949454058
cpg,1868,8,0.75,8453,0.002976696242509426
cpg,2309,6,0.375,4227,0.007701698543187015
cpg,2309,6,0.5,5636,0.008645233529479686
cpg,2309,6,0.75,8453,0.006196060121252399
cpg,2309,7,0.375,4227,0.007716983944468067
cpg,2309,7,0.5,5636,0.008371133784641317
cpg,2309,7,0.75,8453,0.006208978983278097
cpg,2309,8,0.375,4227,0.008135458817647592
cpg,2309,8,0.5,5636,0.006946895339877694
cpg,2309,8,0.75,8453,0.006052840596670008
cpg,2085,6,0.375,4227,0.004606325810927748
cpg,2085,6,0.5,5636,0.0031495987895864288
cpg,2085,6,0.75,8453,0.002828859076393691
cpg,2085,7,0.375,4227,0.003137296869510229
cpg,2085,7,0.5,5636,0.0022501129722331766
cpg,2085,7,0.75,8453,0.0030383675804064553
cpg,2085,8,0.375,4227,0.003807473588587458
cpg,2085,8,0.5,5636,0.0030126159178550946
cpg,2085,8,0.75,8453,0.0028635162514333524
pi,1739,6,0.375,4227,0.01493722873416143
pi,1739,6,0.5,5636,0.011051110833149715
pi,1739,6,0.75,8453,0.008367097935509864
pi,1739,7,0.375,4227,0.013807226159283132
pi,1739,7,0.5,5636,0.013062350996820064
pi,1739,7,0.75,8453,0.009411955978178482
pi,1739,8,0.375,4227,0.012890281055934963
pi,1739,8,0.5,5636,0.01190274247993897
pi,1739,8,0.75,8453,0.008197828457632452
pi,1346,6,0.375,4227,0.004565457512012438
pi,1346,6,0.5,5636,0.003316399936292428
pi,1346,6,0.75,8453,0.00242152093080469
pi,1346,7,0.375,4227,0.004388366641128652
pi,1346,7,0.5,5636,0.0035230210126794715
pi,1346,7,0.75,8453,0.0022810917198649344
pi,1346,8,0.375,4227,0.0042419642112657766
pi,1346,8,0.5,5636,0.0026482012034988013
pi,1346,8,0.75,8453,0.0021737360572462246
pi,1761,6,0.375,4227,0.00910464396357689
pi,1761,6,0.5,5636,0.008196260181005652
pi,1761,6,0.75,8453,0.004716899589819282
pi,1761,7,0.375,4227,0.010107256042377175
pi,1761,7,0.5,5636,0.008434199050390974
pi,1761,7,0.75,8453,0.004555691052285905
pi,1761,8,0.375,4227,0.008947444707173733
pi,1761,8,0.5,5636,0.008967288625949818
pi,1761,8,0.75,8453,0.005430246527261881
pi,1543,6,0.375,4227,0.004000269300502729
pi,1543,6,0.5,5636,0.0028865722458827313
pi,1543,6,0.75,8453,0.0030603825925026944
pi,1543,7,0.375,4227,0.0038575774207899654
pi,1543,7,0.5,5636,0.0032202852630034778
pi,1543,7,0.75,8453,0.0032034461670702712
pi,1543,8,0.375,4227,0.004408531667213491
pi,1543,8,0.5,5636,0.003225656169596799
pi,1543,8,0.75,8453,0.0031412550384976026
pi,1319,6,0.375,4227,0.0077973586560571035
pi,1319,6,0.5,5636,0.007232290061103867
pi,1319,6,0.75,8453,0.004729126576178857
pi,1319,7,0.375,4227,0.00791496409874497
pi,1319,7,0.5,5636,0.0062772916062479684
pi,1319,7,0.75,8453,0.004380873413090823
pi,1319,8,0.375,4227,0.008060537223585247
