benchmark,budget,method,mode,metric,cases,mean,case_std
superwing,0.375,uniform,original,relative_l2,9,0.043845385522749025,0.00880869953512897
superwing,0.375,uniform,fast,relative_l2,9,0.05263054460187449,0.0107724638003668
superwing,0.375,uniform,previous_runtime,relative_l2,9,0.043845385522749025,0.00880869953512897
superwing,0.375,pi,original,relative_l2,9,0.03706802779442883,0.0056607439260237345
superwing,0.375,pi,fast,relative_l2,9,0.04567086958355911,0.006165616000854293
superwing,0.375,pi,previous_runtime,relative_l2,9,0.03706802779442883,0.0056607439260237345
superwing,0.375,cpg,original,relative_l2,9,0.031148759290568262,0.007554214591859994
superwing,0.375,cpg,fast,relative_l2,9,0.03333476331968711,0.007574849822071041
superwing,0.375,cpg,previous_runtime,relative_l2,9,0.030747887610278895,0.007418254724624723
superwing,0.375,ca,original,relative_l2,9,0.03992213897339567,0.010281919700834249
superwing,0.375,ca,fast,relative_l2,9,0.043867634350174295,0.010059996334728647
superwing,0.375,ca,previous_runtime,relative_l2,9,0.03969847924061493,0.010212181148295365
superwing,0.5,uniform,original,relative_l2,9,0.038573881463229244,0.010828589432268205
superwing,0.5,uniform,fast,relative_l2,9,0.04145042150912903,0.010471579828191835
superwing,0.5,uniform,previous_runtime,relative_l2,9,0.038573881463229244,0.010828589432268205
superwing,0.5,pi,original,relative_l2,9,0.032197549110767186,0.007063104594601817
superwing,0.5,pi,fast,relative_l2,9,0.03739946551576289,0.00504075880189518
superwing,0.5,pi,previous_runtime,relative_l2,9,0.032197549110767186,0.007063104594601817
superwing,0.5,cpg,original,relative_l2,9,0.026836617911303297,0.007702425073058408
superwing,0.5,cpg,fast,relative_l2,9,0.027113378079879603,0.007686454416342216
superwing,0.5,cpg,previous_runtime,relative_l2,9,0.026414506292471353,0.0077258509179165
superwing,0.5,ca,original,relative_l2,9,0.026851555007066187,0.007747751463170996
superwing,0.5,ca,fast,relative_l2,9,0.027485849574665256,0.007511179166150721
superwing,0.5,ca,previous_runtime,relative_l2,9,0.026471304680654235,0.007725323681290672
superwing,0.75,uniform,original,relative_l2,9,0.029480661035871485,0.008100923842266166
superwing,0.75,uniform,fast,relative_l2,9,0.030647745104254314,0.008197358454341734
superwing,0.75,uniform,previous_runtime,relative_l2,9,0.029480661035871485,0.008100923842266166
superwing,0.75,pi,original,relative_l2,9,0.02815697739821457,0.006907660535096512
superwing,0.75,pi,fast,relative_l2,9,0.028586865491083555,0.0068725893270929475
superwing,0.75,pi,previous_runtime,relative_l2,9,0.02815697739821457,0.006907660535096512
superwing,0.75,cpg,original,relative_l2,9,0.024703206817251418,0.007919340862929
superwing,0.75,cpg,fast,relative_l2,9,0.02459730608646337,0.007926616186031589
superwing,0.75,cpg,previous_runtime,relative_l2,9,0.02463465995648785,0.00791514610113548
superwing,0.75,ca,original,relative_l2,9,0.02500477688572612,0.007650753976081542
superwing,0.75,ca,fast,relative_l2,9,0.025152722756466846,0.007506050521200578
superwing,0.75,ca,previous_runtime,relative_l2,9,0.024911328550674374,0.007605557352029655
superwing,1.0,full,original,relative_l2,3,0.023385861267646153,0.010148229882293299
superwing,1.0,full,fast,relative_l2,3,0.023385861267646153,0.010148229882293299
superwing,1.0,full,previous_runtime,relative_l2,3,0.023385861267646153,0.010148229882293299
driverml,0.375,uniform,original,relative_l2,9,0.07570560607645246,0.002365837551127536
driverml,0.375,uniform,fast,relative_l2,9,0.07570560607645246,0.002365837551127536
driverml,0.375,uniform,previous_runtime,relative_l2,9,0.07570560607645246,0.002365837551127536
driverml,0.375,pi,original,relative_l2,9,0.06687509351306492,0.003725965778253066
driverml,0.375,pi,fast,relative_l2,9,0.06687509351306492,0.003725965778253066
driverml,0.375,pi,previous_runtime,relative_l2,9,0.06687509351306492,0.003725965778253066
driverml,0.375,cpg,original,relative_l2,9,0.06008062718643083,0.004061643065244256
driverml,0.375,cpg,fast,relative_l2,9,0.06008062718643083,0.004061643065244256
driverml,0.375,cpg,previous_runtime,relative_l2,9,0.06008061683840222,0.0040616084442897825
driverml,0.375,ca,original,relative_l2,9,0.06065923306677076,0.004289161796923043
driverml,0.375,ca,fast,relative_l2,9,0.06065923306677076,0.004289161796923043
driverml,0.375,ca,previous_runtime,relative_l2,9,0.0606591941581832,0.004289078074165787
driverml,0.5,uniform,original,relative_l2,9,0.07141092419624329,0.0026650948459253734
driverml,0.5,uniform,fast,relative_l2,9,0.07141092419624329,0.0026650948459253734
driverml,0.5,uniform,previous_runtime,relative_l2,9,0.07141092419624329,0.0026650948459253734
driverml,0.5,pi,original,relative_l2,9,0.0625254867805375,0.004120849735065737
driverml,0.5,pi,fast,relative_l2,9,0.0625254867805375,0.004120849735065737
driverml,0.5,pi,previous_runtime,relative_l2,9,0.0625254867805375,0.004120849735065737
driverml,0.5,cpg,original,relative_l2,9,0.05820963407556216,0.004216408434665297
driverml,0.5,cpg,fast,relative_l2,9,0.05820963407556216,0.004216408434665297
driverml,0.5,cpg,previous_runtime,relative_l2,9,0.058209611309899226,0.0042163508286925935
driverml,0.5,ca,original,relative_l2,9,0.05845156063636144,0.004378725176813386
driverml,0.5,ca,fast,relative_l2,9,0.05845156063636144,0.004378725176813386
driverml,0.5,ca,previous_runtime,relative_l2,9,0.058451527108748756,0.004378642605086886
driverml,0.75,uniform,original,relative_l2,9,0.06453472127517064,0.0033871330263078618
driverml,0.75,uniform,fast,relative_l2,9,0.06453472127517064,0.0033871330263078618
driverml,0.75,uniform,previous_runtime,relative_l2,9,0.06453472127517064,0.0033871330263078618
driverml,0.75,pi,original,relative_l2,9,0.05825681984424591,0.004331435167275065
driverml,0.75,pi,fast,relative_l2,9,0.05825681984424591,0.004331435167275065
driverml,0.75,pi,previous_runtime,relative_l2,9,0.05825681984424591,0.004331435167275065
driverml,0.75,cpg,original,relative_l2,9,0.05665461180938615,0.004348597486908628
driverml,0.75,cpg,fast,relative_l2,9,0.05665461180938615,0.004348597486908628
driverml,0.75,cpg,previous_runtime,relative_l2,9,0.05665460808409585,0.0043485744480334714
driverml,0.75,ca,original,relative_l2,9,0.05659343550602595,0.004394897141325825
driverml,0.75,ca,fast,relative_l2,9,0.05659343550602595,0.004394897141325825
driverml,0.75,ca,previous_runtime,relative_l2,9,0.05659343426426252,0.004394892483276168
driverml,1.0,full,original,relative_l2,3,0.05607480804125468,0.005079094693411045
driverml,1.0,full,fast,relative_l2,3,0.05607480804125468,0.005079094693411045
driverml,1.0,full,previous_runtime,relative_l2,3,0.05607480804125468,0.005079094693411045
