benchmark,budget,method,stage,cases,mean_ms,case_std_ms,repeat_std_ms,repeats_per_case_min,repeats_per_case_max
elasticity,0.375,ca,coarse_ms,9,0.42360689904954696,0.011936158615797686,0.00719293142187159,5,5
elasticity,0.375,ca,density_sampling_compensation_ms,9,0.1872299445999993,0.017901580630434552,0.00363751133938643,5,5
elasticity,0.375,ca,fine_ms,9,1.040313806798723,0.0049668664387816815,0.005717720188716443,5,5
elasticity,0.375,ca,decode_ms,9,0.0251084566116333,0.0020411173887377155,0.0016480662573847428,5,5
elasticity,0.375,ca,sampled_export_ms,9,0.06161580483118693,0.005931401317132541,0.00338555881691945,5,5
elasticity,0.375,ca,reconstruction_original_ms,9,2.887750996483697,0.0630095997196966,0.0316278050626626,5,5
elasticity,0.375,ca,full_export_original_ms,9,0.0,0.0,0.0,5,5
elasticity,0.375,ca,reconstruction_fast_ms,9,2.817742029825846,0.07082807636616843,0.04674549654029728,5,5
elasticity,0.375,ca,full_export_fast_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,uniform,coarse_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,uniform,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,uniform,fine_ms,9,1.072076956431071,0.006672017222169671,0.004376333461369037,5,5
elasticity,0.5,uniform,decode_ms,9,0.027982062763637967,0.0008214727541685461,0.0012371793215386715,5,5
elasticity,0.5,uniform,sampled_export_ms,9,0.04436489608552721,0.0025372102822485165,0.001652625999859038,5,5
elasticity,0.5,uniform,reconstruction_original_ms,9,0.07377945714526707,0.0015355536552229957,0.0009089820289834262,5,5
elasticity,0.5,uniform,full_export_original_ms,9,0.02573182185490926,0.0004075835331673731,0.0004569163002741386,5,5
elasticity,0.5,uniform,reconstruction_fast_ms,9,0.06912748018900554,0.00088053381103131,0.0010494245552599844,5,5
elasticity,0.5,uniform,full_export_fast_ms,9,0.023564365175035264,0.00045646453593394063,0.0007655742973974235,5,5
elasticity,0.5,pi,coarse_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,pi,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,pi,fine_ms,9,1.0538642605145772,0.001538111868805892,0.0016174362210855163,5,5
elasticity,0.5,pi,decode_ms,9,0.02541343371073405,0.001005001578212839,0.0013689003184095849,5,5
elasticity,0.5,pi,sampled_export_ms,9,0.02527352836396959,0.0005971684632410139,0.0015392994879098619,5,5
elasticity,0.5,pi,reconstruction_original_ms,9,0.07082737154430813,0.0011228262542843429,0.0008437407430196087,5,5
elasticity,0.5,pi,full_export_original_ms,9,0.02328919039832221,0.000573061756277847,0.0009923590367958983,5,5
elasticity,0.5,pi,reconstruction_fast_ms,9,0.06886273622512817,0.0008575912789731694,0.0011916077329401998,5,5
elasticity,0.5,pi,full_export_fast_ms,9,0.022910038630167644,0.00037815568430916253,0.00042432566430784325,5,5
elasticity,0.5,cpg,coarse_ms,9,0.9240570995542738,0.001758552913098399,0.0017599852680940528,5,5
elasticity,0.5,cpg,density_sampling_compensation_ms,9,0.2921932273440891,0.0019982822618185596,0.0015411722018235435,5,5
elasticity,0.5,cpg,fine_ms,9,1.0520476433965895,0.002095575996198926,0.001894639658061065,5,5
elasticity,0.5,cpg,decode_ms,9,0.02554953098297119,0.001322809827518976,0.0016117586139397081,5,5
elasticity,0.5,cpg,sampled_export_ms,9,0.04031178024080065,0.0012588456037032295,0.001579485989405888,5,5
elasticity,0.5,cpg,reconstruction_original_ms,9,3.727939393785265,0.05562649455200356,0.07623692386488122,5,5
elasticity,0.5,cpg,full_export_original_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,cpg,reconstruction_fast_ms,9,3.6076486110687256,0.04560327826929948,0.03372927171755935,5,5
elasticity,0.5,cpg,full_export_fast_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,ca,coarse_ms,9,0.42483194006813896,0.007679565135153746,0.005078200872875879,5,5
elasticity,0.5,ca,density_sampling_compensation_ms,9,0.1975538002120124,0.014529464416715711,0.0013876624966300186,5,5
elasticity,0.5,ca,fine_ms,9,1.0930811365445454,0.0016003448226732957,0.0023702982594714737,5,5
elasticity,0.5,ca,decode_ms,9,0.025121039814419217,0.00118908257839427,0.0010374268733774018,5,5
