benchmark,budget,method,component,n,mean_ms,case_std_ms
darcy,1.0,full,first_full_original_after_sampled_ms,3,3.5430466135342917,0.003382270916034771
darcy,1.0,full,first_full_fast_after_sampled_ms,3,3.5260443886121116,0.005544680498853693
plasticity2d,0.375,uniform,adapter_increment_ms,9,1868.460519446267,5573.430065174422
plasticity2d,0.375,uniform,case_preparation_ms,9,12.709696259763506,0.23280640753463624
plasticity2d,0.375,uniform,reported_shared_input_preparation_ms,9,1875.0962250762516,5558.726586048714
plasticity2d,0.375,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,329.12327845891315,949.7714543340941
plasticity2d,0.375,uniform,first_sampled_call_ms,9,63.3720134695371,122.76720423686882
plasticity2d,0.375,uniform,graph_setup_ms,9,66.1567822098732,122.72200416024776
plasticity2d,0.375,uniform,first_full_original_after_sampled_ms,9,2.6220414373609753,0.18864441971225848
plasticity2d,0.375,uniform,first_full_fast_after_sampled_ms,9,2.1897115641170077,0.1949192101676451
plasticity2d,0.375,pi,adapter_increment_ms,9,0.13922982745700413,0.013527472646497833
plasticity2d,0.375,pi,case_preparation_ms,9,15.515798495875465,0.23061743484595165
plasticity2d,0.375,pi,reported_shared_input_preparation_ms,9,1877.9065989785724,5558.692833305718
plasticity2d,0.375,pi,gpu_runtime_and_reconstruction_preparation_ms,9,12.059047818183899,0.16926785956099633
plasticity2d,0.375,pi,first_sampled_call_ms,9,22.457407580481636,1.226244551955343
plasticity2d,0.375,pi,graph_setup_ms,9,25.32614850335651,1.2427051206284152
plasticity2d,0.375,pi,first_full_original_after_sampled_ms,9,2.5885129968325296,0.06256878978612405
plasticity2d,0.375,pi,first_full_fast_after_sampled_ms,9,2.256851229402754,0.14455566097159697
plasticity2d,0.375,cpg,adapter_increment_ms,9,0.23129830757776895,0.009783939350690433
plasticity2d,0.375,cpg,case_preparation_ms,9,0.096334351433648,0.003157986786874574
plasticity2d,0.375,cpg,reported_shared_input_preparation_ms,9,1862.4988264507717,5558.66384439909
plasticity2d,0.375,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,43.28589720858468,53.51291515753606
plasticity2d,0.375,cpg,first_sampled_call_ms,9,966.361156768269,258.57589372224413
plasticity2d,0.375,cpg,graph_setup_ms,9,1078.2236928741138,530.936835194898
plasticity2d,0.375,cpg,first_full_original_after_sampled_ms,9,15.085834595892164,0.43967487486836776
plasticity2d,0.375,cpg,first_full_fast_after_sampled_ms,9,115.39074199067221,324.79338227342697
plasticity2d,0.375,ca,adapter_increment_ms,9,0.23304671049118042,0.03005673688535792
plasticity2d,0.375,ca,case_preparation_ms,9,0.10423031118181017,0.0032233538186403213
plasticity2d,0.375,ca,reported_shared_input_preparation_ms,9,1862.5055510136817,5558.663446076255
plasticity2d,0.375,ca,gpu_runtime_and_reconstruction_preparation_ms,9,11.238043506940206,0.1587288897710221
plasticity2d,0.375,ca,first_sampled_call_ms,9,33.465882970227135,6.548421143408582
plasticity2d,0.375,ca,graph_setup_ms,9,37.59541114171346,6.421249354021604
plasticity2d,0.375,ca,first_full_original_after_sampled_ms,9,14.071886738141378,0.33930684626036717
plasticity2d,0.375,ca,first_full_fast_after_sampled_ms,9,6.834787627061208,0.4713753304294447
plasticity2d,0.5,uniform,adapter_increment_ms,9,0.22714253928926256,0.01710569545266347
plasticity2d,0.5,uniform,case_preparation_ms,9,18.428223000632393,0.8322918653084239
plasticity2d,0.5,uniform,reported_shared_input_preparation_ms,9,1880.8156905902756,5558.1932885275355
plasticity2d,0.5,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,71.21975388791826,176.80880547158566
plasticity2d,0.5,uniform,first_sampled_call_ms,9,22.59351975387997,0.3748007820625648
plasticity2d,0.5,uniform,graph_setup_ms,9,25.587230920791626,0.3755837455916566
plasticity2d,0.5,uniform,first_full_original_after_sampled_ms,9,2.7847571505440607,0.05852177726283068
plasticity2d,0.5,uniform,first_full_fast_after_sampled_ms,9,2.3038006491131253,0.041034549235958874
plasticity2d,0.5,pi,adapter_increment_ms,9,0.13998150825500488,0.011074709137347203
plasticity2d,0.5,pi,case_preparation_ms,9,20.187493827607895,0.4074988304865004
plasticity2d,0.5,pi,reported_shared_input_preparation_ms,9,1882.5769325097401,5558.694825337195
plasticity2d,0.5,pi,gpu_runtime_and_reconstruction_preparation_ms,9,11.978162659539116,0.24627742121618518
plasticity2d,0.5,pi,first_sampled_call_ms,9,23.035823471016354,0.8717762539905557
plasticity2d,0.5,pi,graph_setup_ms,9,26.144752899805706,0.9041000758828586
plasticity2d,0.5,pi,first_full_original_after_sampled_ms,9,2.847292357020908,0.09513475935865234
plasticity2d,0.5,pi,first_full_fast_after_sampled_ms,9,2.3874094088872275,0.09967764396021833
plasticity2d,0.5,cpg,adapter_increment_ms,9,0.23332486550013223,0.008731637831760265
plasticity2d,0.5,cpg,case_preparation_ms,9,0.09624080525504218,0.0029437520617920797
plasticity2d,0.5,cpg,reported_shared_input_preparation_ms,9,1862.4989961584408,5558.664437376382
plasticity2d,0.5,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,13.164203200075361,0.2672060254315817
plasticity2d,0.5,cpg,first_sampled_call_ms,9,47.062039375305176,0.8158071127577332
plasticity2d,0.5,cpg,graph_setup_ms,9,50.57330512338214,0.9260486127883464
plasticity2d,0.5,cpg,first_full_original_after_sampled_ms,9,19.299637112352585,0.5164360595694946
plasticity2d,0.5,cpg,first_full_fast_after_sampled_ms,9,7.146081162823571,0.28764724753395676
plasticity2d,0.5,ca,adapter_increment_ms,9,0.213447544309828,0.00958915130234497
plasticity2d,0.5,ca,case_preparation_ms,9,0.09985764821370442,0.004697576295162396
plasticity2d,0.5,ca,reported_shared_input_preparation_ms,9,1862.501501209206,5558.664498167254
plasticity2d,0.5,ca,gpu_runtime_and_reconstruction_preparation_ms,9,11.218801140785217,0.19217172069436683
plasticity2d,0.5,ca,first_sampled_call_ms,9,32.42907921473185,1.9638710767439644
plasticity2d,0.5,ca,graph_setup_ms,9,36.397479474544525,1.962918078128605
plasticity2d,0.5,ca,first_full_original_after_sampled_ms,9,18.442784746487934,0.16996186202257227
plasticity2d,0.5,ca,first_full_fast_after_sampled_ms,9,6.688880423704783,0.09947682025247381
plasticity2d,0.75,uniform,adapter_increment_ms,9,0.24150808652242026,0.04870136023163751
plasticity2d,0.75,uniform,case_preparation_ms,9,27.422808938556248,1.2793490394771365
plasticity2d,0.75,uniform,reported_shared_input_preparation_ms,9,1889.8061323497031,5558.3274855625405
plasticity2d,0.75,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,79.35512645377054,200.4810086278101
plasticity2d,0.75,uniform,first_sampled_call_ms,9,72.50978300968806,131.77900026097885
plasticity2d,0.75,uniform,graph_setup_ms,9,76.06374637948142,131.73579643794403
plasticity2d,0.75,uniform,first_full_original_after_sampled_ms,9,3.3686964048279657,1.0723831063780804
plasticity2d,0.75,uniform,first_full_fast_after_sampled_ms,9,2.5599300861358643,0.048203992898464165
plasticity2d,0.75,pi,adapter_increment_ms,9,0.14697594775093925,0.010107001466010072
plasticity2d,0.75,pi,case_preparation_ms,9,29.71488568517897,0.30062054802892635
plasticity2d,0.75,pi,reported_shared_input_preparation_ms,9,1892.1041025055779,5558.7103936946905
plasticity2d,0.75,pi,gpu_runtime_and_reconstruction_preparation_ms,9,11.863751543892754,0.13181697860734234
plasticity2d,0.75,pi,first_sampled_call_ms,9,27.774041725529564,14.9813198484092
plasticity2d,0.75,pi,graph_setup_ms,9,32.33070092068778,18.56498019226024
plasticity2d,0.75,pi,first_full_original_after_sampled_ms,9,4.166536033153534,3.198459667563833
plasticity2d,0.75,pi,first_full_fast_after_sampled_ms,9,2.79765741692649,0.41339332836983
plasticity2d,0.75,cpg,adapter_increment_ms,9,0.23433814446131387,0.007754571837506128
plasticity2d,0.75,cpg,case_preparation_ms,9,0.10071363714006212,0.014378789629613602
plasticity2d,0.75,cpg,reported_shared_input_preparation_ms,9,1862.5030873550309,5558.661570523753
plasticity2d,0.75,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,12.083557744820913,2.0701952911353327
plasticity2d,0.75,cpg,first_sampled_call_ms,9,67.7129841513104,59.792906208796104
plasticity2d,0.75,cpg,graph_setup_ms,9,136.98549237516193,200.34117692688693
plasticity2d,0.75,cpg,first_full_original_after_sampled_ms,9,28.715915150112576,0.5450257172808985
plasticity2d,0.75,cpg,first_full_fast_after_sampled_ms,9,73.23685536781947,197.6150237597412
plasticity2d,0.75,ca,adapter_increment_ms,9,0.21977722644805908,0.010706833639059107
plasticity2d,0.75,ca,case_preparation_ms,9,0.10217312309477064,0.005800708977244199
plasticity2d,0.75,ca,reported_shared_input_preparation_ms,9,1862.5046610832214,5558.665221444346
plasticity2d,0.75,ca,gpu_runtime_and_reconstruction_preparation_ms,9,11.040321654743618,0.07156145125357335
plasticity2d,0.75,ca,first_sampled_call_ms,9,44.50359609391954,39.30053665263629
plasticity2d,0.75,ca,graph_setup_ms,9,53.05472430255678,40.16456258753766
plasticity2d,0.75,ca,first_full_original_after_sampled_ms,9,27.658118969864315,0.3996366532735371
plasticity2d,0.75,ca,first_full_fast_after_sampled_ms,9,11.564103265603384,14.763040880932168
plasticity2d,1.0,full,adapter_increment_ms,3,0.21554529666900635,0.02290703632415827
plasticity2d,1.0,full,case_preparation_ms,3,1.023702323436737,0.2713535208902261
plasticity2d,1.0,full,reported_shared_input_preparation_ms,3,5569.179231921832,9627.633718952435
plasticity2d,1.0,full,gpu_runtime_and_reconstruction_preparation_ms,3,0.03406653801600138,0.002019428066995753
plasticity2d,1.0,full,first_sampled_call_ms,3,23.20290853579839,0.6050785489557906
plasticity2d,1.0,full,graph_setup_ms,3,21.013351778189342,0.5321086664626535
plasticity2d,1.0,full,first_full_original_after_sampled_ms,3,2.0679707328478494,0.005663423141982052
plasticity2d,1.0,full,first_full_fast_after_sampled_ms,3,2.0478169123331704,0.002974492869643475
airfoil2d,0.375,uniform,adapter_increment_ms,9,4.14139942990409,8.985296834931992
airfoil2d,0.375,uniform,case_preparation_ms,9,48.0140315161811,0.6350032807643161
airfoil2d,0.375,uniform,reported_shared_input_preparation_ms,9,47.98165791564517,0.6344307210276179
airfoil2d,0.375,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,99.93613511323929,187.7655959429146
airfoil2d,0.375,uniform,first_sampled_call_ms,9,28.47614304886924,10.672861031866907
airfoil2d,0.375,uniform,graph_setup_ms,9,32.063624097241295,10.946179641353897
airfoil2d,0.375,uniform,first_full_original_after_sampled_ms,9,3.469743662410312,0.293718778961661
airfoil2d,0.375,uniform,first_full_fast_after_sampled_ms,9,3.0996062689357333,0.10255282448002749
airfoil2d,0.375,pi,adapter_increment_ms,9,0.06774730152553982,0.004865255435581532
airfoil2d,0.375,pi,case_preparation_ms,9,53.21644908852048,0.6824172210580854
airfoil2d,0.375,pi,reported_shared_input_preparation_ms,9,53.18640338049995,0.6809614373569458
airfoil2d,0.375,pi,gpu_runtime_and_reconstruction_preparation_ms,9,40.40253907442093,1.6441645720626445
airfoil2d,0.375,pi,first_sampled_call_ms,9,25.058194994926453,0.41328600002915616
airfoil2d,0.375,pi,graph_setup_ms,9,28.632863528198666,0.4360253877698454
airfoil2d,0.375,pi,first_full_original_after_sampled_ms,9,3.4607425332069397,0.040016259821371185
airfoil2d,0.375,pi,first_full_fast_after_sampled_ms,9,3.191589481300778,0.029378051794740238
airfoil2d,0.375,cpg,adapter_increment_ms,9,9.881652891635895,0.27451896082304506
airfoil2d,0.375,cpg,case_preparation_ms,9,0.1675196819835239,0.013665987395382608
airfoil2d,0.375,cpg,reported_shared_input_preparation_ms,9,9.500166608227623,0.2885732401066753
airfoil2d,0.375,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,23.40780778063668,0.1431425479340293
airfoil2d,0.375,cpg,first_sampled_call_ms,9,109.32882047361798,180.01167808464004
airfoil2d,0.375,cpg,graph_setup_ms,9,113.9763527446323,180.1919889497151
airfoil2d,0.375,cpg,first_full_original_after_sampled_ms,9,49.58016177018484,0.475365369954311
airfoil2d,0.375,cpg,first_full_fast_after_sampled_ms,9,10.552927023834652,0.4717881370006123
airfoil2d,0.375,ca,adapter_increment_ms,9,9.44226731856664,0.12987252530454635
airfoil2d,0.375,ca,case_preparation_ms,9,0.21040191253026327,0.02783944858238369
airfoil2d,0.375,ca,reported_shared_input_preparation_ms,9,9.168798724810282,0.12104131610612048
airfoil2d,0.375,ca,gpu_runtime_and_reconstruction_preparation_ms,9,85.33230837848451,1.4794102915188465
airfoil2d,0.375,ca,first_sampled_call_ms,9,935.3535696864128,358.74624520659864
airfoil2d,0.375,ca,graph_setup_ms,9,939.7662414444817,358.8026688070644
airfoil2d,0.375,ca,first_full_original_after_sampled_ms,9,48.190433118078445,0.49277946295283354
airfoil2d,0.375,ca,first_full_fast_after_sampled_ms,9,8.907515969541338,0.5419325635333107
airfoil2d,0.5,uniform,adapter_increment_ms,9,1.1243861582544115,0.5195288373462909
airfoil2d,0.5,uniform,case_preparation_ms,9,66.12062123086717,1.5517893730536483
airfoil2d,0.5,uniform,reported_shared_input_preparation_ms,9,66.11004885700014,1.5526639428641227
airfoil2d,0.5,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,39.46536613835229,1.3239728482833297
airfoil2d,0.5,uniform,first_sampled_call_ms,9,26.17203775379393,0.5650136891585883
airfoil2d,0.5,uniform,graph_setup_ms,9,30.659817159175873,1.5767442310286972
airfoil2d,0.5,uniform,first_full_original_after_sampled_ms,9,3.991088933414883,0.09780942861450684
airfoil2d,0.5,uniform,first_full_fast_after_sampled_ms,9,4.094337423642476,1.1649124531465382
airfoil2d,0.5,pi,adapter_increment_ms,9,0.0665585199991862,0.0018737765827370227
airfoil2d,0.5,pi,case_preparation_ms,9,72.47184879249997,0.9438004530356017
airfoil2d,0.5,pi,reported_shared_input_preparation_ms,9,72.44142558839586,0.9427579147622267
airfoil2d,0.5,pi,gpu_runtime_and_reconstruction_preparation_ms,9,36.829025381141236,1.6881021461343377
airfoil2d,0.5,pi,first_sampled_call_ms,9,26.202667090627884,0.40982307499005133
airfoil2d,0.5,pi,graph_setup_ms,9,30.413078765074413,0.4375556975361018
airfoil2d,0.5,pi,first_full_original_after_sampled_ms,9,4.108609424697028,0.03618856018232554
airfoil2d,0.5,pi,first_full_fast_after_sampled_ms,9,3.8373139169481068,0.05320771193828998
airfoil2d,0.5,cpg,adapter_increment_ms,9,9.985873268710243,0.276592419504875
airfoil2d,0.5,cpg,case_preparation_ms,9,0.16654117239846122,0.006155050825418118
airfoil2d,0.5,cpg,reported_shared_input_preparation_ms,9,9.630217320389217,0.26811634927084915
airfoil2d,0.5,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,2.0470238394207425,0.03380970273500581
airfoil2d,0.5,cpg,first_sampled_call_ms,9,50.73335270086924,1.053641559478836
airfoil2d,0.5,cpg,graph_setup_ms,9,54.75350717703501,1.0922312734480826
airfoil2d,0.5,cpg,first_full_original_after_sampled_ms,9,67.38915046056111,0.3296326160481711
airfoil2d,0.5,cpg,first_full_fast_after_sampled_ms,9,10.36890513367123,0.17526911387633265
airfoil2d,0.5,ca,adapter_increment_ms,9,9.635163678063286,0.24541895324994634
airfoil2d,0.5,ca,case_preparation_ms,9,0.23876047796673244,0.11009473494523682
airfoil2d,0.5,ca,reported_shared_input_preparation_ms,9,9.362921118736267,0.17821102527720975
airfoil2d,0.5,ca,gpu_runtime_and_reconstruction_preparation_ms,9,37.5542938709259,1.6333273004119802
airfoil2d,0.5,ca,first_sampled_call_ms,9,38.88806535138024,2.322169480936305
airfoil2d,0.5,ca,graph_setup_ms,9,43.01790561940935,2.41799593248843
airfoil2d,0.5,ca,first_full_original_after_sampled_ms,9,66.02270983987384,0.9116292656272178
airfoil2d,0.5,ca,first_full_fast_after_sampled_ms,9,9.186430109871758,0.19121873072794507
airfoil2d,0.75,uniform,adapter_increment_ms,9,0.21758261654112074,0.07833679012793572
airfoil2d,0.75,uniform,case_preparation_ms,9,104.28416397836473,1.9826974235520725
airfoil2d,0.75,uniform,reported_shared_input_preparation_ms,9,104.27278694179323,1.9843564922955956
airfoil2d,0.75,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,114.77681001027425,233.54071328950485
airfoil2d,0.75,uniform,first_sampled_call_ms,9,28.254545397228664,0.6667256101615641
airfoil2d,0.75,uniform,graph_setup_ms,9,33.41634654336505,0.8378605123829047
airfoil2d,0.75,uniform,first_full_original_after_sampled_ms,9,4.999768402841356,0.1094701486875115
airfoil2d,0.75,uniform,first_full_fast_after_sampled_ms,9,4.746717711289723,0.1386888386753871
airfoil2d,0.75,pi,adapter_increment_ms,9,0.06736483838823107,0.0038487912234104094
airfoil2d,0.75,pi,case_preparation_ms,9,112.55050284994974,3.1399629379123595
airfoil2d,0.75,pi,reported_shared_input_preparation_ms,9,112.51991904444165,3.1398182761948816
airfoil2d,0.75,pi,gpu_runtime_and_reconstruction_preparation_ms,9,37.47515628735224,1.1838584731013089
airfoil2d,0.75,pi,first_sampled_call_ms,9,28.106161289744907,0.4423431194401266
airfoil2d,0.75,pi,graph_setup_ms,9,33.422703544298805,0.5219263071103296
airfoil2d,0.75,pi,first_full_original_after_sampled_ms,9,5.175992846488953,0.08957214211653744
airfoil2d,0.75,pi,first_full_fast_after_sampled_ms,9,4.887397090593974,0.048523248081449484
airfoil2d,0.75,cpg,adapter_increment_ms,9,9.97282647424274,0.3346545417626163
airfoil2d,0.75,cpg,case_preparation_ms,9,0.17668306827545166,0.02089458774162019
airfoil2d,0.75,cpg,reported_shared_input_preparation_ms,9,9.62332718902164,0.32536730931237834
airfoil2d,0.75,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,2.047970063156552,0.05638272432049616
airfoil2d,0.75,cpg,first_sampled_call_ms,9,108.30528785785039,168.13903245832023
airfoil2d,0.75,cpg,graph_setup_ms,9,112.24784950415294,168.19833475212323
airfoil2d,0.75,cpg,first_full_original_after_sampled_ms,9,105.30592915084627,0.96829027012498
airfoil2d,0.75,cpg,first_full_fast_after_sampled_ms,9,11.320206854078505,0.15466256403614828
airfoil2d,0.75,ca,adapter_increment_ms,9,9.523788260089027,0.12565345888306842
airfoil2d,0.75,ca,case_preparation_ms,9,0.19832121001349556,0.026646012166967974
airfoil2d,0.75,ca,reported_shared_input_preparation_ms,9,9.23498554362191,0.1264197043814267
airfoil2d,0.75,ca,gpu_runtime_and_reconstruction_preparation_ms,9,37.53904667165544,1.3485428015481942
airfoil2d,0.75,ca,first_sampled_call_ms,9,39.8894167608685,0.9836645195054045
airfoil2d,0.75,ca,graph_setup_ms,9,43.911349442270065,0.9889413347331121
airfoil2d,0.75,ca,first_full_original_after_sampled_ms,9,103.67259465985828,1.6838110700892635
airfoil2d,0.75,ca,first_full_fast_after_sampled_ms,9,10.120107895798153,0.06892466979184025
airfoil2d,1.0,full,adapter_increment_ms,3,0.5259290337562561,0.5236230413074247
airfoil2d,1.0,full,case_preparation_ms,3,0.6378342707951864,0.5613360622595889
airfoil2d,1.0,full,reported_shared_input_preparation_ms,3,0.6944164633750916,0.5149847026415341
airfoil2d,1.0,full,gpu_runtime_and_reconstruction_preparation_ms,3,0.09166946013768514,0.007306715421102988
airfoil2d,1.0,full,first_sampled_call_ms,3,33.43853602806727,0.8165506048726807
airfoil2d,1.0,full,graph_setup_ms,3,27.987288932005566,0.8068696162467881
airfoil2d,1.0,full,first_full_original_after_sampled_ms,3,5.31515230735143,0.01073429929004468
airfoil2d,1.0,full,first_full_fast_after_sampled_ms,3,5.29975692431132,0.01166776225358909
shapenet_car,0.375,uniform,adapter_increment_ms,9,359.0834861000379,182.61330104103158
shapenet_car,0.375,uniform,case_preparation_ms,9,1.3206071323818631,0.059946848806095535
shapenet_car,0.375,uniform,reported_shared_input_preparation_ms,9,227.31886721319623,35.666262862997044
shapenet_car,0.375,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,16.26145425770018,0.4873685950105004
shapenet_car,0.375,uniform,first_sampled_call_ms,9,80.63594334655338,128.08017938255296
shapenet_car,0.375,uniform,graph_setup_ms,9,91.06267823113336,131.2678870816959
shapenet_car,0.375,uniform,first_full_original_after_sampled_ms,9,9.61238725317849,3.448050888497714
shapenet_car,0.375,uniform,first_full_fast_after_sampled_ms,9,8.641680081685385,0.17837776762367302
shapenet_car,0.375,pi,adapter_increment_ms,9,0.023402273654937744,0.0005730775239633195
shapenet_car,0.375,pi,case_preparation_ms,9,30.963617894384598,0.7480476207949557
shapenet_car,0.375,pi,reported_shared_input_preparation_ms,9,256.9569870829582,35.26365639233678
shapenet_car,0.375,pi,gpu_runtime_and_reconstruction_preparation_ms,9,16.87055163913303,0.6200673984606873
shapenet_car,0.375,pi,first_sampled_call_ms,9,38.10074014796151,0.5996580253133167
shapenet_car,0.375,pi,graph_setup_ms,9,47.561160392231415,0.7225315815694762
shapenet_car,0.375,pi,first_full_original_after_sampled_ms,9,8.578486740589142,0.13081979415538633
shapenet_car,0.375,pi,first_full_fast_after_sampled_ms,9,8.692566719320086,0.14206071670399945
shapenet_car,0.375,cpg,adapter_increment_ms,9,0.023550457424587674,0.0005977372458010925
shapenet_car,0.375,cpg,case_preparation_ms,9,0.24328711960050795,0.005826981755737257
shapenet_car,0.375,cpg,reported_shared_input_preparation_ms,9,226.25453604592218,35.628397424449055
shapenet_car,0.375,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,276.71811564101114,107.71825274457642
shapenet_car,0.375,cpg,first_sampled_call_ms,9,392.77202718787726,696.1236755581216
shapenet_car,0.375,cpg,graph_setup_ms,9,1075.4709409342872,459.83498785995437
shapenet_car,0.375,cpg,first_full_original_after_sampled_ms,9,680.4662272334099,257.20858264889165
shapenet_car,0.375,cpg,first_full_fast_after_sampled_ms,9,16.240141457981533,0.14581322056916537
shapenet_car,0.375,ca,adapter_increment_ms,9,0.028029912047915988,0.004651797970999659
shapenet_car,0.375,ca,case_preparation_ms,9,0.27897705634435016,0.09924699943917323
shapenet_car,0.375,ca,reported_shared_input_preparation_ms,9,226.2887880206108,35.7165656038089
shapenet_car,0.375,ca,gpu_runtime_and_reconstruction_preparation_ms,9,15.572393933931986,16.022126228988533
shapenet_car,0.375,ca,first_sampled_call_ms,9,53.00216293997235,0.810597485122331
shapenet_car,0.375,ca,graph_setup_ms,9,69.2316997382376,0.8337983216692296
shapenet_car,0.375,ca,first_full_original_after_sampled_ms,9,13.925881849394905,0.21961945302505545
shapenet_car,0.375,ca,first_full_fast_after_sampled_ms,9,13.956474761168161,0.18742547592449318
shapenet_car,0.5,uniform,adapter_increment_ms,9,0.07207608885235256,0.004631523918187939
shapenet_car,0.5,uniform,case_preparation_ms,9,1.8611252307891846,0.5056165933699986
shapenet_car,0.5,uniform,reported_shared_input_preparation_ms,9,227.86041845877966,35.48880577637427
shapenet_car,0.5,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,19.763872027397156,4.651771634429001
shapenet_car,0.5,uniform,first_sampled_call_ms,9,45.2895098262363,0.19227373230273492
shapenet_car,0.5,uniform,graph_setup_ms,9,56.43323312203089,0.3673826572248686
shapenet_car,0.5,uniform,first_full_original_after_sampled_ms,9,10.303429431385464,0.2296961852572306
shapenet_car,0.5,uniform,first_full_fast_after_sampled_ms,9,10.298466516865624,0.1474859963881485
shapenet_car,0.5,pi,adapter_increment_ms,9,0.02420610851711697,0.0009433774135759335
shapenet_car,0.5,pi,case_preparation_ms,9,30.997828476958805,0.7658494990960489
shapenet_car,0.5,pi,reported_shared_input_preparation_ms,9,256.988100707531,35.29943417424058
shapenet_car,0.5,pi,gpu_runtime_and_reconstruction_preparation_ms,9,17.921888166003757,2.0338652623345714
shapenet_car,0.5,pi,first_sampled_call_ms,9,45.681927767064835,0.491926690552858
shapenet_car,0.5,pi,graph_setup_ms,9,56.93142033285565,0.5720494839975868
shapenet_car,0.5,pi,first_full_original_after_sampled_ms,9,10.44536547528373,0.1375820774290702
shapenet_car,0.5,pi,first_full_fast_after_sampled_ms,9,10.424847404162088,0.07702721016036942
shapenet_car,0.5,cpg,adapter_increment_ms,9,0.030231144693162706,0.018750067800143582
shapenet_car,0.5,cpg,case_preparation_ms,9,0.24161901738908556,0.003270654490385878
shapenet_car,0.5,cpg,reported_shared_input_preparation_ms,9,226.25262869728937,35.62776614105507
shapenet_car,0.5,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,10.008394718170166,0.18432505413038924
shapenet_car,0.5,cpg,first_sampled_call_ms,9,71.91355609231525,0.8279810553001592
shapenet_car,0.5,cpg,graph_setup_ms,9,92.2017635570632,0.8995484467722419
shapenet_car,0.5,cpg,first_full_original_after_sampled_ms,9,17.946114970578087,0.13179569875915617
shapenet_car,0.5,cpg,first_full_fast_after_sampled_ms,9,17.90188004573186,0.10651927261549962
shapenet_car,0.5,ca,adapter_increment_ms,9,0.02564738194147746,0.004874244479796788
shapenet_car,0.5,ca,case_preparation_ms,9,0.2427183919482761,0.006470766456977161
shapenet_car,0.5,ca,reported_shared_input_preparation_ms,9,226.25384479761124,35.627542512340625
shapenet_car,0.5,ca,gpu_runtime_and_reconstruction_preparation_ms,9,9.7260938750373,0.16581314217145196
shapenet_car,0.5,ca,first_sampled_call_ms,9,61.413427193959556,0.9744253103406249
shapenet_car,0.5,ca,graph_setup_ms,9,79.51518644889195,1.139537159391252
shapenet_car,0.5,ca,first_full_original_after_sampled_ms,9,15.82020190027025,0.159700406495457
shapenet_car,0.5,ca,first_full_fast_after_sampled_ms,9,15.7640493578381,0.26459942972646733
shapenet_car,0.75,uniform,adapter_increment_ms,9,0.0772219565179613,0.00883868370251029
shapenet_car,0.75,uniform,case_preparation_ms,9,1.8570712871021695,0.33943503194554475
shapenet_car,0.75,uniform,reported_shared_input_preparation_ms,9,227.8549704286787,35.42095113229003
shapenet_car,0.75,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,20.63245243496365,3.070234733376017
shapenet_car,0.75,uniform,first_sampled_call_ms,9,60.678704745239685,0.6015001340473664
shapenet_car,0.75,uniform,graph_setup_ms,9,75.60414903693729,0.6689644968579768
shapenet_car,0.75,uniform,first_full_original_after_sampled_ms,9,14.101176626152462,0.14255390250379954
shapenet_car,0.75,uniform,first_full_fast_after_sampled_ms,9,14.10149617327584,0.11792002663285718
shapenet_car,0.75,pi,adapter_increment_ms,9,0.025496714644961886,0.0044350585372081325
shapenet_car,0.75,pi,case_preparation_ms,9,31.022019684314728,0.7280098695508402
shapenet_car,0.75,pi,reported_shared_input_preparation_ms,9,257.01397326257495,35.54796957856272
shapenet_car,0.75,pi,gpu_runtime_and_reconstruction_preparation_ms,9,20.00480310784446,0.30217692067166785
shapenet_car,0.75,pi,first_sampled_call_ms,9,60.71843124098248,0.4577203633333295
shapenet_car,0.75,pi,graph_setup_ms,9,75.78599701325099,0.595711887308206
shapenet_car,0.75,pi,first_full_original_after_sampled_ms,9,14.32353506485621,0.17567310057760618
shapenet_car,0.75,pi,first_full_fast_after_sampled_ms,9,14.244573811690012,0.11706461037843785
shapenet_car,0.75,cpg,adapter_increment_ms,9,0.026089449723561604,0.003224156434328061
shapenet_car,0.75,cpg,case_preparation_ms,9,0.24621271424823338,0.005231108089623324
shapenet_car,0.75,cpg,reported_shared_input_preparation_ms,9,226.25706179274454,35.63033115306848
shapenet_car,0.75,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,10.122000343269772,0.33084318437448923
shapenet_car,0.75,cpg,first_sampled_call_ms,9,100.40239575836394,36.308878477954586
shapenet_car,0.75,cpg,graph_setup_ms,9,124.72351143757503,36.22521252458217
shapenet_car,0.75,cpg,first_full_original_after_sampled_ms,9,21.88461439477073,0.16653706217353284
