benchmark,budget,method,mode,cases,mean_ms,case_std_ms,repeat_std_ms,repeats_per_case_min,repeats_per_case_max,paired_ratio_to_uniform_mean,paired_ratio_to_uniform_std
shapenet_car,0.5,pi,original,9,8.928161859512329,0.03850670910546058,0.07150187687679342,5,5,1.0148779462682596,0.000907445540457275
shapenet_car,0.5,pi,fast,9,8.928161859512329,0.03850670910546058,0.07150187687679342,5,5,1.0148779462682596,0.000907445540457275
shapenet_car,0.5,cpg,sampled,9,12.404487530390421,0.025478622615402225,0.022175300138079883,20,20,1.435071674704562,0.0027781441797252214
shapenet_car,0.5,cpg,original,9,13.622212575541603,0.05019540461892451,0.0773769738217109,5,5,1.5484654205410313,0.0040128011163918925
shapenet_car,0.5,cpg,fast,9,13.622212575541603,0.05019540461892451,0.0773769738217109,5,5,1.5484654205410313,0.0040128011163918925
shapenet_car,0.5,ca,sampled,9,10.258518697486984,0.027196245597692858,0.02034162838340612,20,20,1.1868051948233878,0.003061386066567962
shapenet_car,0.5,ca,original,9,11.492729187011719,0.06527716771882695,0.10172926976319377,5,5,1.3063901537436433,0.0025507959983891632
shapenet_car,0.5,ca,fast,9,11.492729187011719,0.06527716771882695,0.10172926976319377,5,5,1.3063901537436433,0.0025507959983891632
shapenet_car,0.75,uniform,sampled,9,12.387644996245703,0.0042380501928717205,0.020960275821353843,20,20,1.0,0.0
shapenet_car,0.75,uniform,original,9,12.532410025596619,0.025349428944596554,0.05145548517115879,5,5,1.0,0.0
shapenet_car,0.75,uniform,fast,9,12.532410025596619,0.025349428944596554,0.05145548517115879,5,5,1.0,0.0
shapenet_car,0.75,pi,sampled,9,12.617800095015102,0.006023444196858419,0.020737708664842903,20,20,1.0185794410803117,0.000439364877116204
shapenet_car,0.75,pi,original,9,12.772833638721043,0.023024450188705126,0.06851350414682644,5,5,1.0191858144145753,0.001718912619122727
shapenet_car,0.75,pi,fast,9,12.772833638721043,0.023024450188705126,0.06851350414682644,5,5,1.0191858144145753,0.001718912619122727
shapenet_car,0.75,cpg,sampled,9,16.25783447590139,0.029278181251284525,0.02706095379246592,20,20,1.312423133813065,0.0021821689265616923
shapenet_car,0.75,cpg,original,9,17.4773966272672,0.03445092804125569,0.06772908998428391,5,5,1.3945785324841389,0.0028219362992952398
shapenet_car,0.75,cpg,fast,9,17.4773966272672,0.03445092804125569,0.06772908998428391,5,5,1.3945785324841389,0.0028219362992952398
shapenet_car,0.75,ca,sampled,9,14.148420095443726,0.029131641816613072,0.02629793271584966,20,20,1.1421393583107249,0.0021716642444693937
shapenet_car,0.75,ca,original,9,15.34661418861813,0.03177254527895516,0.021708948038239376,5,5,1.224558092678012,0.003355048435456921
shapenet_car,0.75,ca,fast,9,15.34661418861813,0.03177254527895516,0.021708948038239376,5,5,1.224558092678012,0.003355048435456921
shapenet_car,1.0,full,sampled,3,16.35883462925752,0.011013495272729549,0.024050667360002154,20,20,1.0,0.0
shapenet_car,1.0,full,original,3,16.35883462925752,0.011013495272729549,0.024050667360002154,20,20,1.0,0.0
shapenet_car,1.0,full,fast,3,16.35883462925752,0.011013495272729549,0.024050667360002154,20,20,1.0,0.0
superwing,0.375,uniform,sampled,9,5.67112776140372,0.0023567929023350664,0.015190628565710223,20,20,1.0,0.0
superwing,0.375,uniform,original,9,5.8682287732760114,0.009656305947297794,0.06637846011769133,5,5,1.0,0.0
superwing,0.375,uniform,fast,9,5.793968670898014,0.006076210045976198,0.06189067397925033,5,5,1.0,0.0
superwing,0.375,pi,sampled,9,5.909405027826627,0.002668027892587311,0.012369531223673938,20,20,1.042015886976468,0.0003393830739314464
superwing,0.375,pi,original,9,6.094720131821102,0.005732140975564209,0.05933308975559699,5,5,1.038597697446709,0.0012346722262658154
superwing,0.375,pi,fast,9,6.013557646009657,0.005367294930131727,0.017123051129679333,5,5,1.0378999588534457,0.0007480238698038342
superwing,0.375,cpg,sampled,9,8.6103572199742,0.006462899939563185,0.027827813475350027,20,20,1.5182796782136923,0.001179203995719674
superwing,0.375,cpg,original,9,146.4776951405737,6.100183440191057,13.14548205611911,5,5,24.961031711364154,1.0345231487362088
superwing,0.375,cpg,fast,9,10.647110475434197,0.26373951466969103,0.01762751154835408,5,5,1.8376086121247373,0.04497471361087516
superwing,0.375,ca,sampled,9,6.658504986100727,0.006795497290731283,0.01851971751887754,20,20,1.174105952998435,0.0010681435084279396
superwing,0.375,ca,original,9,142.28368600209555,4.918186700237532,8.23416195608308,5,5,24.247061003037913,0.8574480551184772
superwing,0.375,ca,fast,9,8.69563039806154,0.27467993214004083,0.0274441233211064,5,5,1.5007952903823099,0.04695186558312378
superwing,0.5,uniform,sampled,9,7.400771644380358,0.004640045300006964,0.017681582796672906,20,20,1.0,0.0
superwing,0.5,uniform,original,9,7.601550387011634,0.01673848318140691,0.07188160739298632,5,5,1.0,0.0
superwing,0.5,uniform,fast,9,7.512011792924669,0.005772288008682775,0.058636925293091544,5,5,1.0,0.0
superwing,0.5,pi,sampled,9,7.744319902526008,0.004887439737656469,0.013275010313305767,20,20,1.0464206308826176,0.0002812556116350192
superwing,0.5,pi,original,9,7.924765017297533,0.009977536515086679,0.06666308665273261,5,5,1.0425227101681234,0.0019571879813689037
superwing,0.5,pi,fast,9,7.83823248412874,0.0064360184720756546,0.016182724002139208,5,5,1.0434266067571687,0.00049472049525782
superwing,0.5,cpg,sampled,9,10.446928234563934,0.007385407305766256,0.022242856593080628,20,20,1.411599966137989,0.0007363451507129652
superwing,0.5,cpg,original,9,197.08318461974463,2.700586764043241,1.6099238344364206,5,5,25.926795872275797,0.358129154532269
superwing,0.5,cpg,fast,9,12.618716061115265,0.35208847200254034,0.022081973839729006,5,5,1.6797921754766756,0.046323328645509296
superwing,0.5,ca,sampled,9,8.487488163842094,0.006278456399274723,0.01882940634900759,20,20,1.1468383631162864,0.0006620096082176123
superwing,0.5,ca,original,9,195.8696941534678,3.8883700560724943,6.458722599002139,5,5,25.767332757865816,0.5231607460034144
superwing,0.5,ca,fast,9,10.651741094059414,0.3486554338608789,0.01677921409052278,5,5,1.4179487749357023,0.04596993266763363
superwing,0.75,uniform,sampled,9,10.483184663785828,0.009775124493936535,0.023413381059851638,20,20,1.0,0.0
superwing,0.75,uniform,original,9,10.664335389931997,0.01611955771943752,0.06436298113978589,5,5,1.0,0.0
superwing,0.75,uniform,fast,9,10.597112112575108,0.025152576942712973,0.05275911332105379,5,5,1.0,0.0
superwing,0.75,pi,sampled,9,10.98661878042751,0.008319607294300995,0.016398795807281565,20,20,1.0480231911271778,0.0003070318720661737
superwing,0.75,pi,original,9,11.153918504714966,0.01893260801978972,0.06775008067316039,5,5,1.0459083783292114,0.0006924309976897517
superwing,0.75,pi,fast,9,11.082231005032858,0.02411244548661352,0.020811629427942274,5,5,1.045779122052146,0.0008408821704465935
superwing,0.75,cpg,sampled,9,13.690323010087013,0.00951840627840681,0.02210824356764031,20,20,1.3059320078455632,0.0005396132881982219
superwing,0.75,cpg,original,9,307.2054205669297,5.266151278093816,7.068617385881765,5,5,28.806752918224202,0.48830583989804277
superwing,0.75,cpg,fast,9,16.03042119079166,0.5443383939560253,0.024311280919899612,5,5,1.5127041056819417,0.05086728328170517
superwing,0.75,ca,sampled,9,11.76276666422685,0.010486514426809508,0.027809288273684698,20,20,1.1220605209118584,0.00037705114083721395
superwing,0.75,ca,original,9,306.8952484263314,4.990334530042803,5.640995761484396,5,5,28.77802462507644,0.48664972910839843
superwing,0.75,ca,fast,9,14.126533104313744,0.5891908775762126,0.023952510052941297,5,5,1.3330129601363325,0.05436861101379939
superwing,1.0,full,sampled,3,13.602072124679884,0.009565779017401518,0.020160035982974323,20,20,1.0,0.0
superwing,1.0,full,original,3,13.602072124679884,0.009565779017401518,0.020160035982974323,20,20,1.0,0.0
superwing,1.0,full,fast,3,13.602072124679884,0.009565779017401518,0.020160035982974323,20,20,1.0,0.0
driverml,0.375,uniform,sampled,9,1726.6897870434655,46.39971199527611,2.3598812972508907,5,5,1.0,0.0
driverml,0.375,uniform,original,9,1733.9924919936393,47.96518509041781,5.468416161720552,5,5,1.0,0.0
driverml,0.375,uniform,fast,9,1733.9924919936393,47.96518509041781,5.468416161720552,5,5,1.0,0.0
driverml,0.375,pi,sampled,9,1758.6271481381523,47.58308331136325,2.723859216381645,5,5,1.0184920372870239,0.0007649794390214994
driverml,0.375,pi,original,9,1763.796406487624,49.37992174855952,4.28870722803991,5,5,1.0171822923851606,0.002563930804276641
driverml,0.375,pi,fast,9,1763.796406487624,49.37992174855952,4.28870722803991,5,5,1.0171822923851606,0.002563930804276641
driverml,0.375,cpg,sampled,9,2228.1711262133385,61.15964218757143,6.1863678625958745,5,5,1.2904120775926753,0.0018128095281923834
driverml,0.375,cpg,original,9,2237.594109773636,64.66373006354273,8.441283347709366,5,5,1.2903965074721677,0.005010709235262153
driverml,0.375,cpg,fast,9,2237.594109773636,64.66373006354273,8.441283347709366,5,5,1.2903965074721677,0.005010709235262153
driverml,0.375,ca,sampled,9,1765.020355085532,46.587357734313606,4.62299035170169,5,5,1.0222126410231551,0.0022924999254225345
driverml,0.375,ca,original,9,1771.915334628688,47.74202400864997,9.419822921103789,5,5,1.02189104075141,0.0025016364182493104
driverml,0.375,ca,fast,9,1771.915334628688,47.74202400864997,9.419822921103789,5,5,1.02189104075141,0.0025016364182493104
driverml,0.5,uniform,sampled,9,2306.921061542299,62.09557810650242,3.1013241783769083,5,5,1.0,0.0
driverml,0.5,uniform,original,9,2311.05563905504,62.495435913084556,6.226892311990418,5,5,1.0,0.0
driverml,0.5,uniform,fast,9,2311.05563905504,62.495435913084556,6.226892311990418,5,5,1.0,0.0
driverml,0.5,pi,sampled,9,2347.093646725019,62.232457768202266,2.4719492076499687,5,5,1.0174243520584463,0.0010458218329227919
driverml,0.5,pi,original,9,2353.2098116146194,65.11932559722737,7.878407326435845,5,5,1.0182254682814476,0.0016211752598926292
driverml,0.5,pi,fast,9,2353.2098116146194,65.11932559722737,7.878407326435845,5,5,1.0182254682814476,0.0016211752598926292
driverml,0.5,cpg,sampled,9,2825.188055800067,74.33246765398376,12.523085463283527,5,5,1.2246779810727597,0.0025818362006957743
driverml,0.5,cpg,original,9,2834.8133568962417,76.58756021552037,10.127311179234265,5,5,1.2266350140920368,0.002540348237446124
driverml,0.5,cpg,fast,9,2834.8133568962417,76.58756021552037,10.127311179234265,5,5,1.2266350140920368,0.002540348237446124
driverml,0.5,ca,sampled,9,2345.7145189245543,59.57831153259225,9.241392253504163,5,5,1.0168553441453512,0.0025921847083523446
driverml,0.5,ca,original,9,2359.3529269099236,61.22104649787399,11.515860893099761,5,5,1.0209304095839071,0.0038248413625997586
driverml,0.5,ca,fast,9,2359.3529269099236,61.22104649787399,11.515860893099761,5,5,1.0209304095839071,0.0038248413625997586
driverml,0.75,uniform,sampled,9,3460.838728977574,97.04900830201876,5.26585859283601,5,5,1.0,0.0
driverml,0.75,uniform,original,9,3465.517890950044,100.52956225356498,5.894666840566992,5,5,1.0,0.0
driverml,0.75,uniform,fast,9,3465.517890950044,100.52956225356498,5.894666840566992,5,5,1.0,0.0
driverml,0.75,pi,sampled,9,3520.5795182122124,97.20831011549362,9.1043079148547,5,5,1.0172742531573995,0.0015590693900279084
driverml,0.75,pi,original,9,3524.239938954512,102.68224950173538,3.9142558110047556,5,5,1.0169429606195226,0.0015048949048902358
driverml,0.75,pi,fast,9,3524.239938954512,102.68224950173538,3.9142558110047556,5,5,1.0169429606195226,0.0015048949048902358
driverml,0.75,cpg,sampled,9,4005.8358568284248,109.64844670910894,6.3470553307325455,5,5,1.1574964415063542,0.0020093523206315676
driverml,0.75,cpg,original,9,4011.8339833286072,117.9908999459058,6.715146950920829,5,5,1.1576343734478944,0.002577404299252722
driverml,0.75,cpg,fast,9,4011.8339833286072,117.9908999459058,6.715146950920829,5,5,1.1576343734478944,0.002577404299252722
driverml,0.75,ca,sampled,9,3505.4699179199006,94.40865787622425,7.011748383888541,5,5,1.0129255439797373,0.0018575378931605796
driverml,0.75,ca,original,9,3507.996492087841,93.80137930757877,13.369762661007433,5,5,1.0123194581155055,0.003132503117516646
driverml,0.75,ca,fast,9,3507.996492087841,93.80137930757877,13.369762661007433,5,5,1.0123194581155055,0.003132503117516646
driverml,1.0,full,sampled,3,4601.472603778045,140.12870068097848,5.1887417743353375,5,5,1.0,0.0
driverml,1.0,full,original,3,4601.472603778045,140.12870068097848,5.1887417743353375,5,5,1.0,0.0
driverml,1.0,full,fast,3,4601.472603778045,140.12870068097848,5.1887417743353375,5,5,1.0,0.0
